id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,lotSize,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,bedrooms,bathrooms,squareFootage,yearBuilt,hoa,builder
"4893-Matteo-Trl,-Orlando,-FL-32839","4893 Matteo Trl, Orlando, FL 32839",4893 Matteo Trl,,Orlando,FL,32839,Orange,28.491962,-81.425162,Townhouse,2953.0,Inactive,389000,Standard,2024-04-23T00:00:00.000Z,2024-12-17T00:00:00.000Z,2024-04-24T00:00:00.000Z,2024-12-16T12:53:46.721Z,238,StellarMLS,O6198836,"{'name': 'Dan Lopez', 'phone': '4073331010', 'email': 'danlopez@legendsre.com', 'website': 'http://www.homesincentralflorida.com'}","{'name': 'LEGENDS REALTY', 'phone': '4073331010', 'email': 'danlopez@legendsre.com;info@legendsre.com', 'website': 'http://www.legendsre.com'}","{'2024-04-23': {'event': 'Sale Listing', 'price': 389000, 'listingType': 'Standard', 'listedDate': '2024-04-23T00:00:00.000Z', 'removedDate': '2024-12-17T00:00:00.000Z', 'daysOnMarket': 238}}",3.0,2.5,1733.0,2012.0,{'fee': 200},
"1331-41st-St,-Orlando,-FL-32839","1331 41st St, Orlando, FL 32839",1331 41st St,,Orlando,FL,32839,Orange,28.502042,-81.397899,Land,6748.0,Inactive,97000,Standard,2024-06-18T00:00:00.000Z,2024-12-17T00:00:00.000Z,2021-06-23T08:38:30.879Z,2024-12-16T12:47:31.164Z,182,StellarMLS,T3534871,"{'name': 'Carolina Preciado', 'phone': '7863188856', 'email': 'carolina@ppgmiami.com', 'website': 'http://www.ppgmiami.com'}","{'name': 'Potential Property Group ', 'phone': '9547065478', 'email': 'info@ppgmiami.com', 'website': 'http://www.ppgmiami.com'}","{'2024-06-18': {'event': 'Sale Listing', 'price': 97000, 'listingType': 'Standard', 'listedDate': '2024-06-18T00:00:00.000Z', 'removedDate': '2024-12-17T00:00:00.000Z', 'daysOnMarket': 182}}",,,,,,
"4847-Lake-Milly-Dr,-Edgewood,-FL-32839","4847 Lake Milly Dr, Edgewood, FL 32839",4847 Lake Milly Dr,,Edgewood,FL,32839,Orange,28.492101,-81.385771,Single Family,13939.0,Inactive,700000,Standard,2024-08-22T00:00:00.000Z,2024-12-15T00:00:00.000Z,2024-09-02T00:00:00.000Z,2024-12-14T12:32:03.836Z,115,StellarMLS,O6234513,"{'name': 'Eraldo Manes, Jr', 'phone': '4072562569', 'email': 'eramanes@gmail.com'}","{'name': 'CHARLES RUTENBERG RLTY ORLANDO', 'phone': '4076222122', 'email': 'info@crrmove.com', 'website': 'http://crrmove.com'}","{'2024-08-22': {'event': 'Sale Listing', 'price': 700000, 'listingType': 'Standard', 'listedDate': '2024-08-22T00:00:00.000Z', 'removedDate': '2024-12-15T00:00:00.000Z', 'daysOnMarket': 115}}",4.0,3.0,2519.0,2008.0,{'fee': 118},
"1405-Rose-Blvd,-Orlando,-FL-32839","1405 Rose Blvd, Orlando, FL 32839",1405 Rose Blvd,,Orlando,FL,32839,Orange,28.478502,-81.398954,Single Family,29185.0,Inactive,260000,Standard,2024-11-30T00:00:00.000Z,2024-12-15T00:00:00.000Z,2024-11-30T00:00:00.000Z,2024-12-14T11:31:20.191Z,15,StellarMLS,O6261096,"{'name': 'Denise San Miguel', 'phone': '4074432070', 'email': 'denise@realtylynk.com'}","{'name': 'Realty Lynk Inc', 'phone': '4074940803', 'email': 'denisesanmiguel@yahoo.com'}","{'2024-11-30': {'event': 'Sale Listing', 'price': 260000, 'listingType': 'Standard', 'listedDate': '2024-11-30T00:00:00.000Z', 'removedDate': '2024-12-15T00:00:00.000Z', 'daysOnMarket': 15}}",4.0,2.0,1157.0,1952.0,,
"2393-Tom-Jones-St,-Unit-2,-Orlando,-FL-32839","2393 Tom Jones St, Unit 2, Orlando, FL 32839",2393 Tom Jones St,Unit 2,Orlando,FL,32839,Orange,28.487293,-81.411087,Condo,534.0,Inactive,170000,Standard,2024-11-12T00:00:00.000Z,2024-12-14T00:00:00.000Z,2022-03-12T12:54:55.846Z,2024-12-13T11:58:07.852Z,32,MyStateMLS,11363328,"{'name': 'Adriana Cornejo', 'phone': '4076558585', 'email': 'adrianacornejorealtor@gmail.com'}",{'name': 'La Rosa Realty Kissimmee'},"{'2024-11-12': {'event': 'Sale Listing', 'price': 170000, 'listingType': 'Standard', 'listedDate': '2024-11-12T00:00:00.000Z', 'removedDate': '2024-12-14T00:00:00.000Z', 'daysOnMarket': 32}}",2.0,1.5,996.0,1974.0,{'fee': 296},
"2604-Grand-Central-Pkwy,-Apt-9,-Orlando,-FL-32839","2604 Grand Central Pkwy, Apt 9, Orlando, FL 32839",2604 Grand Central Pkwy,Apt 9,Orlando,FL,32839,Orange,28.490469,-81.414797,Condo,837.0,Inactive,295000,Standard,2024-11-20T00:00:00.000Z,2024-12-14T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-12-13T10:42:24.237Z,24,StellarMLS,O6258997,"{'name': 'Lee Rivera Lamsee', 'phone': '4078740254', 'email': 'lee@thelistingrealty.com'}","{'name': 'EXP Realty LLC', 'phone': '8506922292', 'email': 'adminfl@exprealty.com'}","{'2024-11-20': {'event': 'Sale Listing', 'price': 295000, 'listingType': 'Standard', 'listedDate': '2024-11-20T00:00:00.000Z', 'removedDate': '2024-12-14T00:00:00.000Z', 'daysOnMarket': 24}}",3.0,2.0,1457.0,2006.0,{'fee': 408},
"2393-Tom-Jones-St,---2,-Orlando,-FL-32839","2393 Tom Jones St, # 2, Orlando, FL 32839",2393 Tom Jones St,# 2,Orlando,FL,32839,Orange,28.487293,-81.411087,Condo,534.0,Inactive,170000,Standard,2024-11-11T00:00:00.000Z,2024-12-13T00:00:00.000Z,2024-11-12T00:00:00.000Z,2024-12-12T11:51:25.905Z,32,StellarMLS,S5115339,"{'name': 'Adriana Cornejo', 'phone': '4076558585', 'email': 'adrianacornejorealtor@gmail.com'}","{'name': 'LA ROSA REALTY KISSIMMEE', 'phone': '4079303530', 'email': 'info@larosakissimmee.com'}","{'2024-11-11': {'event': 'Sale Listing', 'price': 170000, 'listingType': 'Standard', 'listedDate': '2024-11-11T00:00:00.000Z', 'removedDate': '2024-12-13T00:00:00.000Z', 'daysOnMarket': 32}}",2.0,1.5,996.0,1974.0,{'fee': 296},
"1428-Holden-Ave,---15,-Orlando,-FL-32839","1428 Holden Ave, # 15, Orlando, FL 32839",1428 Holden Ave,# 15,Orlando,FL,32839,Orange,28.493714,-81.400674,Condo,7620.0,Inactive,135000,Standard,2024-12-06T00:00:00.000Z,2024-12-11T00:00:00.000Z,2024-12-07T00:00:00.000Z,2024-12-10T08:26:40.643Z,5,StellarMLS,O6262116,"{'name': 'Deonarine Singh', 'phone': '4077582731', 'email': 'deo_singh1@msn.com'}","{'name': 'Ameriteam Realty Inc.', 'phone': '4078984800', 'email': 'info@ameriteamrealty.com', 'website': 'http://www.ameriteamrealty.com'}","{'2024-12-06': {'event': 'Sale Listing', 'price': 135000, 'listingType': 'Standard', 'listedDate': '2024-12-06T00:00:00.000Z', 'removedDate': '2024-12-11T00:00:00.000Z', 'daysOnMarket': 5}}",2.0,1.5,970.0,1971.0,{'fee': 376},
"5156-City-St,-Apt-121,-Orlando,-FL-32839","5156 City St, Apt 121, Orlando, FL 32839",5156 City St,Apt 121,Orlando,FL,32839,Orange,28.491476,-81.415015,Condo,11761.0,Inactive,220900,Standard,2024-08-09T00:00:00.000Z,2024-12-10T00:00:00.000Z,2023-07-28T00:00:00.000Z,2024-12-09T12:42:07.185Z,123,StellarMLS,O6229811,"{'name': 'Dominick Florio, Realtor® Sres, Abr, Cela', 'phone': '3213774045', 'email': 'dominick@theflorioteam.com', 'website': 'http://dominick-florio.remax.com/'}","{'name': 'RE MAX Town & Country Realty', 'phone': '4076951223', 'email': 'kevinacker@remax.net', 'website': 'www.centralfloridarealestate.com'}","{'2024-08-09': {'event': 'Sale Listing', 'price': 220900, 'listingType': 'Standard', 'listedDate': '2024-08-09T00:00:00.000Z', 'removedDate': '2024-12-10T00:00:00.000Z', 'daysOnMarket': 123}}",3.0,2.0,1333.0,1997.0,{'fee': 643},
"4783-S-Texas-Ave-Apt-A,-Orlando,-FL-32839","4783 S Texas Ave Apt A, Orlando, FL 32839",4783 S Texas Ave Apt A,,Orlando,FL,32839,Orange,28.492157,-81.406151,Condo,3804.0,Inactive,135000,Standard,2024-09-18T00:00:00.000Z,2024-12-07T00:00:00.000Z,2024-09-19T00:00:00.000Z,2024-12-06T12:39:54.895Z,80,StellarMLS,A4623865,"{'name': 'Scott Fader', 'phone': '8882271009', 'email': 'info@mittenrealtygroup.com', 'website': 'www.mittenrealtygroup.com'}","{'name': 'JOSEPH WALTER REALTY LLC', 'phone': '8882271009', 'email': 'info@josephwalterrealty.com'}","{'2024-09-18': {'event': 'Sale Listing', 'price': 135000, 'listingType': 'Standard', 'listedDate': '2024-09-18T00:00:00.000Z', 'removedDate': '2024-12-07T00:00:00.000Z', 'daysOnMarket': 80}}",2.0,2.0,976.0,1973.0,{'fee': 409},
"118-Krueger-St,-Orlando,-FL-32839","118 Krueger St, Orlando, FL 32839",118 Krueger St,,Orlando,FL,32839,Orange,28.49999,-81.379649,Single Family,9917.0,Inactive,295000,Standard,2024-10-03T00:00:00.000Z,2024-12-07T00:00:00.000Z,2024-10-04T00:00:00.000Z,2024-12-06T12:33:29.215Z,65,StellarMLS,O6246573,"{'name': 'Jason Chen', 'phone': '3218050700', 'email': 'ccjason@gmail.com'}","{'name': 'Smart 1 Realty Llc', 'phone': '3218050700', 'email': 'ccjason@gmail.com'}","{'2024-10-03': {'event': 'Sale Listing', 'price': 295000, 'listingType': 'Standard', 'listedDate': '2024-10-03T00:00:00.000Z', 'removedDate': '2024-12-07T00:00:00.000Z', 'daysOnMarket': 65}}",3.0,2.0,1536.0,1962.0,,
"4757-S-Texas-Ave,---4757C,-Orlando,-FL-32839","4757 S Texas Ave, # 4757C, Orlando, FL 32839",4757 S Texas Ave,# 4757C,Orlando,FL,32839,Orange,28.492497,-81.405411,Condo,10454.0,Inactive,140000,Standard,2024-12-05T00:00:00.000Z,2024-12-07T00:00:00.000Z,2024-12-06T00:00:00.000Z,2024-12-06T08:00:06.118Z,2,StellarMLS,O6261319,"{'name': 'Junio Jean Charles', 'phone': '5618807026', 'email': 'juniorealtor@gmail.com', 'website': 'https://junio.youngrealestate.com'}","{'name': 'Young Real Estate', 'phone': '4076334663', 'email': 'natalia@youngrealestate.com', 'website': 'youngrealestate.com'}","{'2024-12-05': {'event': 'Sale Listing', 'price': 140000, 'listingType': 'Standard', 'listedDate': '2024-12-05T00:00:00.000Z', 'removedDate': '2024-12-07T00:00:00.000Z', 'daysOnMarket': 2}}",2.0,2.0,976.0,1973.0,{'fee': 409},
"3607-Zuma-Way,-Orlando,-FL-32839","3607 Zuma Way, Orlando, FL 32839",3607 Zuma Way,,Orlando,FL,32839,Orange,28.491389,-81.420875,Townhouse,1936.0,Inactive,400000,Standard,2024-10-18T00:00:00.000Z,2024-12-06T00:00:00.000Z,2024-10-19T00:00:00.000Z,2024-12-05T12:23:05.088Z,49,StellarMLS,P4932420,"{'name': 'Anthony Medina', 'phone': '8632429847', 'email': 'apmedina1429@gmail.com'}","{'name': 'Keller Williams Realty Smart 1', 'phone': '8635083000', 'email': 'matthewschreier@kw.com', 'website': 'https://mc622.yourkwoffice.com/'}","{'2024-10-18': {'event': 'Sale Listing', 'price': 400000, 'listingType': 'Standard', 'listedDate': '2024-10-18T00:00:00.000Z', 'removedDate': '2024-12-06T00:00:00.000Z', 'daysOnMarket': 49}}",4.0,2.5,1860.0,2007.0,{'fee': 323},
"2004-Ludlow-Ln,---2803,-Orlando,-FL-32839","2004 Ludlow Ln, # 2803, Orlando, FL 32839",2004 Ludlow Ln,# 2803,Orlando,FL,32839,Orange,28.501815,-81.40512,Condo,614.0,Inactive,147000,Standard,2024-07-25T00:00:00.000Z,2024-12-05T00:00:00.000Z,2024-07-25T00:00:00.000Z,2024-12-04T13:00:15.447Z,133,StellarMLS,O6225945,"{'name': 'Djemky Annelus', 'phone': '4072169616', 'email': 'djemky@annelusrealty.com', 'website': 'http://annelusrealty.com'}","{'name': 'ANNELUS REALTY LLC', 'phone': '4072169616', 'email': 'djemky@annelusrealty.com'}","{'2024-07-25': {'event': 'Sale Listing', 'price': 147000, 'listingType': 'Standard', 'listedDate': '2024-07-25T00:00:00.000Z', 'removedDate': '2024-12-05T00:00:00.000Z', 'daysOnMarket': 133}}",2.0,1.5,1164.0,1975.0,{'fee': 320},
"1340-38th-St,-Orlando,-FL-32839","1340 38th St, Orlando, FL 32839",1340 38th St,,Orlando,FL,32839,Orange,28.504225,-81.398232,Single Family,6750.0,Inactive,365000,New Construction,2024-08-07T00:00:00.000Z,2024-12-05T00:00:00.000Z,2024-08-08T00:00:00.000Z,2024-12-04T12:57:00.841Z,120,StellarMLS,O6227632,"{'name': 'John Silva', 'phone': '3529887176', 'email': 'john@jsilvarealty.com', 'website': 'http://www.jsilvarealty.com'}","{'name': 'John Silva Realty & Associates', 'phone': '3529887176', 'email': 'john@jsilvarealty.com', 'website': 'www.jsilvarealty.co'}","{'2024-08-07': {'event': 'Sale Listing', 'price': 365000, 'listingType': 'New Construction', 'listedDate': '2024-08-07T00:00:00.000Z', 'removedDate': '2024-12-05T00:00:00.000Z', 'daysOnMarket': 120}}",3.0,2.0,1486.0,2024.0,,
"4206-S-Nashville-Ave,-Orlando,-FL-32839","4206 S Nashville Ave, Orlando, FL 32839",4206 S Nashville Ave,,Orlando,FL,32839,Orange,28.500495,-81.39924,Single Family,6310.0,Inactive,240000,Standard,2024-09-12T00:00:00.000Z,2024-12-04T00:00:00.000Z,2021-08-31T13:30:13.335Z,2024-12-03T12:40:14.657Z,83,StellarMLS,O6241061,"{'name': 'Christloudjy Cardichon', 'phone': '4075918372', 'email': 'christloudjy.cardichon@exprealty.com', 'website': 'https://christloudjycardichon.exprealty.com/'}","{'name': 'EXP Realty, LLC', 'phone': '8888838509', 'email': 'fl.admin@exprealty.net', 'website': 'https://www.exprealty.com/'}","{'2024-09-12': {'event': 'Sale Listing', 'price': 240000, 'listingType': 'Standard', 'listedDate': '2024-09-12T00:00:00.000Z', 'removedDate': '2024-12-04T00:00:00.000Z', 'daysOnMarket': 83}}",3.0,1.0,1420.0,1957.0,,
"5804-Defiance-Ave,-Orlando,-FL-32839","5804 Defiance Ave, Orlando, FL 32839",5804 Defiance Ave,,Orlando,FL,32839,Orange,28.474406,-81.38177,Single Family,9381.0,Inactive,380000,Standard,2024-11-28T00:00:00.000Z,2024-12-04T00:00:00.000Z,2024-11-29T00:00:00.000Z,2024-12-03T06:28:37.423Z,6,StellarMLS,S5116386,"{'name': 'Steve Glose', 'phone': '4076167286', 'email': 'steve@searchorlando.com', 'website': 'http://www.searchorlando.com'}","{'name': 'KELLER WILLIAMS LEGACY REALTY', 'phone': '4078552222', 'email': 'hazel_heyer@hotmail.com', 'website': 'https://southorlando.yourkwoffice.com/'}","{'2024-11-28': {'event': 'Sale Listing', 'price': 380000, 'listingType': 'Standard', 'listedDate': '2024-11-28T00:00:00.000Z', 'removedDate': '2024-12-04T00:00:00.000Z', 'daysOnMarket': 6}}",3.0,2.0,1643.0,1964.0,,
"4353-Aqua-Vista-Dr,---15D,-Orlando,-FL-32839","4353 Aqua Vista Dr, # 15D, Orlando, FL 32839",4353 Aqua Vista Dr,# 15D,Orlando,FL,32839,Orange,28.498968,-81.41291,Condo,984.0,Inactive,99500,Standard,2024-08-29T00:00:00.000Z,2024-11-30T00:00:00.000Z,2024-08-30T00:00:00.000Z,2024-11-29T12:34:34.902Z,93,StellarMLS,O6223205,"{'name': 'Desiree Martinez', 'phone': '4079290600', 'email': 'desiree.martinez@exprealty.com', 'website': 'http://desireemartinez.exprealty.com'}","{'name': 'EXP Realty, LLC', 'phone': '4079290600', 'email': 'fl.admin@exprealty.net', 'website': 'https://www.exprealty.com/'}","{'2024-08-29': {'event': 'Sale Listing', 'price': 99500, 'listingType': 'Standard', 'listedDate': '2024-08-29T00:00:00.000Z', 'removedDate': '2024-11-30T00:00:00.000Z', 'daysOnMarket': 93}}",2.0,2.0,976.0,1976.0,{'fee': 566},
"2508-Lemon-Tree-Ln,---D,-Orlando,-FL-32839","2508 Lemon Tree Ln, # D, Orlando, FL 32839",2508 Lemon Tree Ln,# D,Orlando,FL,32839,Orange,28.498115,-81.410771,Condo,729.0,Inactive,93999,Standard,2024-11-05T00:00:00.000Z,2024-11-30T00:00:00.000Z,2023-09-06T00:00:00.000Z,2024-11-29T11:09:00.988Z,25,StellarMLS,O6254990,"{'name': 'Maria Zendejas', 'phone': '4079130154', 'email': 'mariazendejasrealestate@gmail.com'}","{'name': 'Lakefield Realty Group', 'phone': '4073836497', 'email': 'drew@lakefieldrealty.com'}","{'2023-09-05': {'event': 'Sale Listing', 'price': 94000, 'listingType': 'Standard', 'listedDate': '2023-09-05T00:00:00.000Z', 'removedDate': '2024-10-27T00:00:00.000Z', 'daysOnMarket': 418}, '2024-11-05': {'event': 'Sale Listing', 'price': 93999, 'listingType': 'Standard', 'listedDate': '2024-11-05T00:00:00.000Z', 'removedDate': '2024-11-30T00:00:00.000Z', 'daysOnMarket': 25}}",1.0,1.0,642.0,1976.0,{'fee': 389},
"2101-Honour-Rd,---2101,-Orlando,-FL-32839","2101 Honour Rd, # 2101, Orlando, FL 32839",2101 Honour Rd,# 2101,Orlando,FL,32839,Orange,28.491031,-81.407262,Condo,38768.0,Inactive,172000,Standard,2024-11-05T00:00:00.000Z,2024-11-30T00:00:00.000Z,2024-04-06T00:00:00.000Z,2024-11-29T11:08:48.500Z,25,StellarMLS,O6255029,"{'name': 'Rocio Naranjo', 'phone': '4079608241', 'email': 'rocio@riancerealty.com', 'website': 'http://www.riancerealty.com'}","{'name': 'RIANCE REALTY LLC', 'phone': '4079608241', 'email': 'rocio@riancerealty.com'}","{'2024-04-06': {'event': 'Sale Listing', 'price': 159999, 'listingType': 'Standard', 'listedDate': '2024-04-06T00:00:00.000Z', 'removedDate': '2024-10-01T00:00:00.000Z', 'daysOnMarket': 178}, '2024-11-05': {'event': 'Sale Listing', 'price': 172000, 'listingType': 'Standard', 'listedDate': '2024-11-05T00:00:00.000Z', 'removedDate': '2024-11-30T00:00:00.000Z', 'daysOnMarket': 25}}",2.0,2.0,1222.0,1984.0,{'fee': 300},
"5434-Lazy-Oaks-Ln,-Orlando,-FL-32839","5434 Lazy Oaks Ln, Orlando, FL 32839",5434 Lazy Oaks Ln,,Orlando,FL,32839,Orange,28.488375,-81.385671,Single Family,20909.0,Inactive,900000,Standard,2024-06-28T00:00:00.000Z,2024-11-28T00:00:00.000Z,2024-06-29T00:00:00.000Z,2024-11-27T13:12:57.910Z,153,StellarMLS,O6215781,"{'name': 'Brad Young - Top Realtor', 'phone': '4074497526', 'email': 'brad@youngandyounger.com', 'website': 'www.youngandyounger.com'}","{'name': 'HOMEVEST REALTY', 'phone': '4078975400', 'email': 'broker@homevest.com'}","{'2024-06-28': {'event': 'Sale Listing', 'price': 900000, 'listingType': 'Standard', 'listedDate': '2024-06-28T00:00:00.000Z', 'removedDate': '2024-11-28T00:00:00.000Z', 'daysOnMarket': 153}}",3.0,2.5,4068.0,1998.0,{'fee': 52},
"2336-Mid-Town-Ter,-Apt-932,-Orlando,-FL-32839","2336 Mid Town Ter, Apt 932, Orlando, FL 32839",2336 Mid Town Ter,Apt 932,Orlando,FL,32839,Orange,28.493017,-81.414051,Condo,9693.0,Inactive,155000,Standard,2024-09-09T00:00:00.000Z,2024-11-25T00:00:00.000Z,2024-09-10T00:00:00.000Z,2024-11-24T12:28:57.240Z,77,StellarMLS,O6238475,"{'name': 'Nilda Juncos', 'phone': '3216242487', 'email': 'adrianajrealtors@gmail.com'}","{'name': 'ICON REALTY ASSOCIATES INC', 'phone': '3213035851', 'email': 'iconrealtyassociates@gmail.com', 'website': 'http://www.orlandofirsthomes.com'}","{'2024-09-09': {'event': 'Sale Listing', 'price': 155000, 'listingType': 'Standard', 'listedDate': '2024-09-09T00:00:00.000Z', 'removedDate': '2024-11-25T00:00:00.000Z', 'daysOnMarket': 77}}",1.0,1.0,724.0,1997.0,{'fee': 354},
"5208-Via-Hacienda-Cir,-Apt-101,-Orlando,-FL-32839","5208 Via Hacienda Cir, Apt 101, Orlando, FL 32839",5208 Via Hacienda Cir,Apt 101,Orlando,FL,32839,Orange,28.4897,-81.408862,Condo,24394.0,Inactive,138990,Standard,2024-05-06T00:00:00.000Z,2024-11-23T00:00:00.000Z,2023-03-21T00:00:00.000Z,2024-11-22T13:20:16.992Z,201,StellarMLS,O6201961,"{'name': 'Victoria Ben', 'phone': '4075022002', 'email': 'info@victoriaben.com', 'website': 'http://www.victoriaben.com'}","{'name': 'LPT REALTY LLC', 'phone': '8773662213', 'email': 'jennifer.draper@lpt.com'}","{'2024-05-06': {'event': 'Sale Listing', 'price': 138990, 'listingType': 'Standard', 'listedDate': '2024-05-06T00:00:00.000Z', 'removedDate': '2024-11-23T00:00:00.000Z', 'daysOnMarket': 201}}",2.0,2.0,1073.0,1985.0,{'fee': 407},
"4527-Lakeway-Dr,---3701,-Orlando,-FL-32839","4527 Lakeway Dr, # 3701, Orlando, FL 32839",4527 Lakeway Dr,# 3701,Orlando,FL,32839,Orange,28.49927,-81.411945,Condo,21344.0,Inactive,117500,Standard,2024-09-10T00:00:00.000Z,2024-11-22T00:00:00.000Z,2024-09-11T00:00:00.000Z,2024-11-21T12:37:39.647Z,73,StellarMLS,S5111718,"{'name': 'Tabhata Tejero', 'phone': '3216979658', 'email': 'tabhata@icloud.com'}","{'name': 'B&T REALTY AND MANAGEMENT GROUP LLC', 'phone': '3216979658', 'email': 'tabhata@icloud.com'}","{'2024-09-10': {'event': 'Sale Listing', 'price': 117500, 'listingType': 'Standard', 'listedDate': '2024-09-10T00:00:00.000Z', 'removedDate': '2024-11-22T00:00:00.000Z', 'daysOnMarket': 73}}",1.0,1.0,758.0,1983.0,{'fee': 335},
"2003-Cayuga-Dr,-Orlando,-FL-32839","2003 Cayuga Dr, Orlando, FL 32839",2003 Cayuga Dr,,Orlando,FL,32839,Orange,28.506605,-81.410248,Manufactured,,Inactive,79000,Standard,2024-09-17T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-09-18T00:00:00.000Z,2024-11-20T12:27:40.347Z,65,MyStateMLS,11343872,"{'name': 'Ruby Bowman', 'phone': '3523650221', 'email': 'ruby.bowman@fourstarhomes.com'}","{'name': 'Four Star Homes, Inc.', 'phone': '8887119786', 'email': 'sales@fourstarhomes.com', 'website': 'www.fourstarhomes.com'}","{'2024-09-17': {'event': 'Sale Listing', 'price': 79000, 'listingType': 'Standard', 'listedDate': '2024-09-17T00:00:00.000Z', 'removedDate': '2024-11-21T00:00:00.000Z', 'daysOnMarket': 65}}",2.0,2.0,1231.0,1990.0,,
"3927-Citadel-Dr,-Orlando,-FL-32839","3927 Citadel Dr, Orlando, FL 32839",3927 Citadel Dr,,Orlando,FL,32839,Orange,28.477953,-81.424911,Single Family,7700.0,Inactive,255000,Standard,2024-10-03T00:00:00.000Z,2024-11-20T00:00:00.000Z,2022-02-24T12:46:29.699Z,2024-11-19T12:45:54.860Z,48,StellarMLS,O6247004,"{'name': 'Jason Ni', 'phone': '4079221538', 'email': 'jasonni8788@gmail.com'}","{'name': 'La Rosa Realty, Llc', 'phone': '4072706841', 'email': 'joe@larosadev.com'}","{'2024-10-03': {'event': 'Sale Listing', 'price': 255000, 'listingType': 'Standard', 'listedDate': '2024-10-03T00:00:00.000Z', 'removedDate': '2024-11-20T00:00:00.000Z', 'daysOnMarket': 48}}",3.0,2.0,1478.0,1969.0,,
"5689-Tulip-Ave,-Orlando,-FL-32839","5689 Tulip Ave, Orlando, FL 32839",5689 Tulip Ave,,Orlando,FL,32839,Orange,28.478316,-81.432194,Single Family,6517.0,Inactive,340000,Standard,2024-10-18T00:00:00.000Z,2024-11-20T00:00:00.000Z,2024-10-19T00:00:00.000Z,2024-11-19T12:22:58.541Z,33,StellarMLS,O6249191,"{'name': 'Ashley Mccoy', 'phone': '5617582155', 'email': 'ashley@therealdealfirm.com', 'website': 'http://www.therealdealfirm.com'}","{'name': 'Keller Williams Classic Realty', 'phone': '4072925400', 'email': 'murraycoleman@kw.com'}","{'2024-10-18': {'event': 'Sale Listing', 'price': 340000, 'listingType': 'Standard', 'listedDate': '2024-10-18T00:00:00.000Z', 'removedDate': '2024-11-20T00:00:00.000Z', 'daysOnMarket': 33}}",3.0,2.0,1314.0,1971.0,,
"5620-Sandalwood-Dr,-Orlando,-FL-32839","5620 Sandalwood Dr, Orlando, FL 32839",5620 Sandalwood Dr,,Orlando,FL,32839,Orange,28.477877,-81.380998,Single Family,9567.0,Inactive,309900,Standard,2024-10-17T00:00:00.000Z,2024-11-19T00:00:00.000Z,2024-10-18T00:00:00.000Z,2024-11-18T11:46:35.053Z,33,StellarMLS,O6250005,"{'name': 'Danesha Williams', 'phone': '4079274027', 'email': 'daneshawilliams40@gmail.com'}","{'name': 'FOWLKES REALTY CO', 'phone': '4073612052', 'email': 'soldbyjenaia@gmail.com', 'website': 'http://www.fowlkesrealtyco.co'}","{'2024-10-17': {'event': 'Sale Listing', 'price': 309900, 'listingType': 'Standard', 'listedDate': '2024-10-17T00:00:00.000Z', 'removedDate': '2024-11-19T00:00:00.000Z', 'daysOnMarket': 33}}",3.0,1.0,1066.0,1955.0,,
"5127-Picadilly-Circus-Ct,---4,-Orlando,-FL-32839","5127 Picadilly Circus Ct, # 4, Orlando, FL 32839",5127 Picadilly Circus Ct,# 4,Orlando,FL,32839,Orange,28.488267,-81.410825,Condo,713.0,Inactive,160000,Standard,2024-08-21T00:00:00.000Z,2024-11-17T00:00:00.000Z,2024-08-22T00:00:00.000Z,2024-11-16T12:49:43.694Z,88,StellarMLS,O6234852,"{'name': 'Heroel & Monica Cuervo', 'phone': '4077013095', 'email': 'monica@thecuervoteam.com', 'website': 'http://www.thecuervoteam.com'}","{'name': 'EXP Realty, LLC', 'phone': '8888838509', 'email': 'fl.admin@exprealty.net', 'website': 'https://www.exprealty.com/'}","{'2024-08-21': {'event': 'Sale Listing', 'price': 160000, 'listingType': 'Standard', 'listedDate': '2024-08-21T00:00:00.000Z', 'removedDate': '2024-11-17T00:00:00.000Z', 'daysOnMarket': 88}}",3.0,2.5,1216.0,1974.0,{'fee': 238},
"5721-Moonlight-Cir,-Orlando,-FL-32839","5721 Moonlight Cir, Orlando, FL 32839",5721 Moonlight Cir,,Orlando,FL,32839,Orange,28.475354,-81.383239,Single Family,7202.0,Inactive,329000,Standard,2024-11-01T00:00:00.000Z,2024-11-15T00:00:00.000Z,2024-11-02T00:00:00.000Z,2024-11-14T11:17:44.107Z,14,StellarMLS,O6254145,"{'name': 'Mark Brown', 'phone': '4074251500', 'email': 'mabro11@aol.com'}","{'name': 'Home Pro Realty Corp.', 'phone': '4074251500', 'email': 'mark.homepro@gmail.com'}","{'2024-11-01': {'event': 'Sale Listing', 'price': 329000, 'listingType': 'Standard', 'listedDate': '2024-11-01T00:00:00.000Z', 'removedDate': '2024-11-15T00:00:00.000Z', 'daysOnMarket': 14}}",3.0,1.5,1279.0,1960.0,,
