id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,hoa
"23-Grand-Junction-Blvd,-Orlando,-FL-32835","23 Grand Junction Blvd, Orlando, FL 32835",23 Grand Junction Blvd,,Orlando,FL,32835,Orange,28.541551,-81.47429,Single Family,3.0,2.0,1426.0,6812.0,1987.0,Inactive,320000,Standard,2024-11-20T00:00:00.000Z,2024-12-11T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-12-10T11:21:40.258Z,21,StellarMLS,S5115968,"{'name': 'Kenia Aliaga Gorrin', 'phone': '7864843593', 'email': 'keniatherealtor@gmail.com'}","{'name': 'LA ROSA REALTY ORLANDO LLC', 'phone': '3213948827', 'email': 'reyzapata14@gmail.com'}","{'2024-11-20': {'event': 'Sale Listing', 'price': 320000, 'listingType': 'Standard', 'listedDate': '2024-11-20T00:00:00.000Z', 'removedDate': '2024-12-11T00:00:00.000Z', 'daysOnMarket': 21}}",{'fee': 14}
"137-Mileham-Dr,-Orlando,-FL-32835","137 Mileham Dr, Orlando, FL 32835",137 Mileham Dr,,Orlando,FL,32835,Orange,28.539791,-81.502845,Land,,,,75359.0,,Inactive,639000,Standard,2024-08-22T00:00:00.000Z,2024-12-10T00:00:00.000Z,2024-08-23T00:00:00.000Z,2024-12-09T12:34:59.799Z,110,StellarMLS,O6235007,"{'name': 'Babu Balasundaram', 'phone': '4073348006', 'email': 'bbabub@gmail.com'}","{'name': 'Akshaya Realty Llc', 'phone': '4073348006', 'email': 'bbabub@gmail.com'}","{'2024-08-22': {'event': 'Sale Listing', 'price': 639000, 'listingType': 'Standard', 'listedDate': '2024-08-22T00:00:00.000Z', 'removedDate': '2024-12-10T00:00:00.000Z', 'daysOnMarket': 110}}",
"938-Palm-Cove-Dr,-Orlando,-FL-32835","938 Palm Cove Dr, Orlando, FL 32835",938 Palm Cove Dr,,Orlando,FL,32835,Orange,28.525062,-81.506367,Single Family,4.0,3.0,2215.0,10019.0,1994.0,Inactive,620000,Standard,2024-09-10T00:00:00.000Z,2024-12-10T00:00:00.000Z,2023-01-12T10:42:00.981Z,2024-12-09T12:27:52.088Z,91,StellarMLS,S5112045,"{'name': 'Huizi Li', 'phone': '4073531043', 'email': 'gracelovelife98@yahoo.com'}","{'name': 'Multi Choice Realty Llc', 'phone': '3524046542', 'email': 'mymultichoice@gmail.com'}","{'2024-09-10': {'event': 'Sale Listing', 'price': 620000, 'listingType': 'Standard', 'listedDate': '2024-09-10T00:00:00.000Z', 'removedDate': '2024-12-10T00:00:00.000Z', 'daysOnMarket': 91}}",{'fee': 29}
"8320-Lexington-View-Ln,-Orlando,-FL-32835","8320 Lexington View Ln, Orlando, FL 32835",8320 Lexington View Ln,,Orlando,FL,32835,Orange,28.532583,-81.500417,Single Family,4.0,3.0,2344.0,8625.0,2000.0,Inactive,570000,Standard,2024-11-14T00:00:00.000Z,2024-12-07T00:00:00.000Z,2021-02-11T14:46:36.114Z,2024-12-06T11:52:35.871Z,23,StellarMLS,O6254872,"{'name': 'Livia Petraru', 'phone': '4072694556', 'email': 'liviasellingsunshine@gmail.com'}","{'name': 'Keller Williams Winter Park', 'phone': '4075456430', 'email': 'denisel@kw.com', 'website': 'http://kwwinterpark.com'}","{'2024-11-14': {'event': 'Sale Listing', 'price': 570000, 'listingType': 'Standard', 'listedDate': '2024-11-14T00:00:00.000Z', 'removedDate': '2024-12-07T00:00:00.000Z', 'daysOnMarket': 23}}",{'fee': 57}
"7217-Nima-Ct,-Orlando,-FL-32835","7217 Nima Ct, Orlando, FL 32835",7217 Nima Ct,,Orlando,FL,32835,Orange,28.546147,-81.482234,Multi-Family,3.0,2.5,1317.0,10890.0,1987.0,Inactive,300000,Standard,2024-12-02T00:00:00.000Z,2024-12-06T00:00:00.000Z,2024-12-03T00:00:00.000Z,2024-12-05T07:25:11.938Z,4,StellarMLS,O6261518,"{'name': 'Brandon Thompson', 'phone': '4077153513', 'email': 'info@brandonthompsonhome.com', 'website': 'http://www.brandonthompsonhomes.com/'}","{'name': 'Keller Williams Advantage III Realty', 'phone': '4072070825', 'email': 'klrw329@kw.com'}","{'2024-12-02': {'event': 'Sale Listing', 'price': 300000, 'listingType': 'Standard', 'listedDate': '2024-12-02T00:00:00.000Z', 'removedDate': '2024-12-06T00:00:00.000Z', 'daysOnMarket': 4}}",
"6084-Stevenson-Dr,-Unit-106,-Orlando,-FL-32835","6084 Stevenson Dr, Unit 106, Orlando, FL 32835",6084 Stevenson Dr,Unit 106,Orlando,FL,32835,Orange,28.508904,-81.464166,Condo,3.0,2.0,1206.0,15246.0,2003.0,Inactive,234900,Standard,2024-11-22T00:00:00.000Z,2024-12-05T00:00:00.000Z,2024-11-23T00:00:00.000Z,2024-12-04T10:56:21.578Z,13,StellarMLS,O6259641,"{'name': 'Rebecca Fernandez Rivero', 'phone': '4077582604', 'email': 'elitebroker1@gmail.com'}","{'name': 'Elite Global Realty Llc', 'phone': '4077582604', 'email': 'elitebroker1@gmail.com'}","{'2024-11-22': {'event': 'Sale Listing', 'price': 234900, 'listingType': 'Standard', 'listedDate': '2024-11-22T00:00:00.000Z', 'removedDate': '2024-12-05T00:00:00.000Z', 'daysOnMarket': 13}}",{'fee': 518}
"1025-S-Hiawassee-Rd,-Apt-2225,-Orlando,-FL-32835","1025 S Hiawassee Rd, Apt 2225, Orlando, FL 32835",1025 S Hiawassee Rd,Apt 2225,Orlando,FL,32835,Orange,28.528756,-81.47356,Condo,1.0,1.0,627.0,7175.0,1989.0,Inactive,155000,Standard,2024-07-04T00:00:00.000Z,2024-12-04T00:00:00.000Z,2024-07-05T00:00:00.000Z,2024-12-03T13:01:09.510Z,153,StellarMLS,O6219925,"{'name': 'Christian Calusa', 'phone': '7862109916', 'email': 'ccalusa@opisas.com', 'website': 'http://www.opisas.com'}","{'name': 'Cfrp Realty Llc', 'phone': '4076828686', 'email': 'john@mycfrp.com'}","{'2024-07-04': {'event': 'Sale Listing', 'price': 155000, 'listingType': 'Standard', 'listedDate': '2024-07-04T00:00:00.000Z', 'removedDate': '2024-12-04T00:00:00.000Z', 'daysOnMarket': 153}}",{'fee': 337}
"7233-Harbor-Heights-Cir,-Orlando,-FL-32835","7233 Harbor Heights Cir, Orlando, FL 32835",7233 Harbor Heights Cir,,Orlando,FL,32835,Orange,28.538533,-81.47907,Multi-Family,3.0,2.0,1230.0,5585.0,1984.0,Inactive,289900,Standard,2024-08-30T00:00:00.000Z,2024-12-04T00:00:00.000Z,2024-08-31T00:00:00.000Z,2024-12-03T12:51:24.107Z,96,StellarMLS,O6237281,"{'name': 'Charles Kohlinger', 'phone': '4074219188', 'email': 'ckohlinger@gmail.com', 'website': 'http://charleskohlinger.com'}","{'name': 'Berkshire Hathaway HomeServices Florida Realty', 'phone': '18885341116', 'email': 'relopro@bhhsfloridarealty.com', 'website': 'http://www.bhhsfloridarealty.com'}","{'2024-08-30': {'event': 'Sale Listing', 'price': 289900, 'listingType': 'Standard', 'listedDate': '2024-08-30T00:00:00.000Z', 'removedDate': '2024-12-04T00:00:00.000Z', 'daysOnMarket': 96}}",
"7147-Yacht-Basin-Ave,---1,-Orlando,-FL-32835","7147 Yacht Basin Ave, # 1, Orlando, FL 32835",7147 Yacht Basin Ave,# 1,Orlando,FL,32835,Orange,28.513266,-81.485006,Condo,3.0,2.0,1206.0,16553.0,1997.0,Inactive,225500,Foreclosure,2024-10-02T00:00:00.000Z,2024-12-04T00:00:00.000Z,2024-03-19T00:00:00.000Z,2024-12-03T12:37:19.929Z,63,StellarMLS,O6246672,"{'name': 'Kara Money', 'phone': '4076979630', 'email': 'livinl8@yahoo.com'}","{'name': 'KARA MONEY LLC', 'phone': '4076979630', 'email': 'livinl8@yahoo.com'}","{'2024-10-02': {'event': 'Sale Listing', 'price': 225500, 'listingType': 'Foreclosure', 'listedDate': '2024-10-02T00:00:00.000Z', 'removedDate': '2024-12-04T00:00:00.000Z', 'daysOnMarket': 63}}",{'fee': 425}
"1153-Edgewood-Ranch-Rd,-Orlando,-FL-32835","1153 Edgewood Ranch Rd, Orlando, FL 32835",1153 Edgewood Ranch Rd,,Orlando,FL,32835,Orange,28.528085,-81.486038,Land,,,,131987.0,,Inactive,529900,Standard,2024-06-14T00:00:00.000Z,2024-12-03T00:00:00.000Z,2024-06-23T00:00:00.000Z,2024-12-02T13:22:36.322Z,172,StellarMLS,O6214787,"{'name': 'Mark L Allen', 'phone': '3216898000', 'email': 'mark@windermereproperty.net', 'website': 'http://www.orlandohomepros.com'}","{'name': 'Commercial Real Estate Prof In', 'phone': '4077379797', 'email': 'mark-allen@cfl.rr.com'}","{'2024-06-14': {'event': 'Sale Listing', 'price': 529900, 'listingType': 'Standard', 'listedDate': '2024-06-14T00:00:00.000Z', 'removedDate': '2024-12-03T00:00:00.000Z', 'daysOnMarket': 172}}",
"1096-Almond-Tree-Cir,-Orlando,-FL-32835","1096 Almond Tree Cir, Orlando, FL 32835",1096 Almond Tree Cir,,Orlando,FL,32835,Orange,28.526349,-81.507402,Single Family,4.0,2.5,2801.0,14375.0,1989.0,Inactive,749000,Standard,2024-11-06T00:00:00.000Z,2024-12-03T00:00:00.000Z,2024-11-07T00:00:00.000Z,2024-12-02T11:50:55.022Z,27,StellarMLS,O6255446,"{'name': 'Jason Asa', 'phone': '4074517700', 'email': 'inquiries@theasateam.com', 'website': 'https://theasateam.com/'}","{'name': 'EXP REALTY LLC', 'phone': '8888838509', 'email': 'a.shahin.broker@exprealty.net'}","{'2024-11-06': {'event': 'Sale Listing', 'price': 749000, 'listingType': 'Standard', 'listedDate': '2024-11-06T00:00:00.000Z', 'removedDate': '2024-12-03T00:00:00.000Z', 'daysOnMarket': 27}}",{'fee': 86}
"6312-Raleigh-St,-Apt-515,-Orlando,-FL-32835","6312 Raleigh St, Apt 515, Orlando, FL 32835",6312 Raleigh St,Apt 515,Orlando,FL,32835,Orange,28.527214,-81.468547,Condo,2.0,2.0,1062.0,,1997.0,Inactive,199000,Standard,2024-11-13T00:00:00.000Z,2024-12-03T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-12-02T11:40:22.981Z,20,StellarMLS,O6256994,"{'name': 'Carlos Aznar', 'phone': '3212514433', 'email': 'carlos@cfhomedeals.com', 'website': 'http://www.cfhomedeals.com'}","{'name': 'ONE REAL ESTATE WORLD', 'phone': '3212514433', 'email': 'carlos@onerew.com'}","{'2024-11-13': {'event': 'Sale Listing', 'price': 199000, 'listingType': 'Standard', 'listedDate': '2024-11-13T00:00:00.000Z', 'removedDate': '2024-12-03T00:00:00.000Z', 'daysOnMarket': 20}}",{'fee': 357}
"6071-Strada-Isle-Way,-Orlando,-FL-32835","6071 Strada Isle Way, Orlando, FL 32835",6071 Strada Isle Way,,Orlando,FL,32835,Orange,28.509962,-81.463232,Townhouse,3.0,2.5,1756.0,4740.0,2005.0,Inactive,334000,Standard,2024-05-21T00:00:00.000Z,2024-12-01T00:00:00.000Z,2022-07-16T14:31:28.849Z,2024-11-30T12:56:55.419Z,194,StellarMLS,O6207170,"{'name': 'Maria Ubillus', 'phone': '9542427900', 'email': 'corretoraorlando@hotmail.com', 'website': 'http://www.ubillus.com'}","{'name': 'Folio Realty, LLC ', 'phone': '4079170241', 'email': 'jen@orlre.com', 'website': 'http://www.folio-realty.com'}","{'2024-05-21': {'event': 'Sale Listing', 'price': 334000, 'listingType': 'Standard', 'listedDate': '2024-05-21T00:00:00.000Z', 'removedDate': '2024-12-01T00:00:00.000Z', 'daysOnMarket': 194}}",{'fee': 534}
"3406-Soho-St,-Apt-B06,-Orlando,-FL-32835","3406 Soho St, Apt B06, Orlando, FL 32835",3406 Soho St,Apt B06,Orlando,FL,32835,Orange,28.507653,-81.474371,Condo,2.0,2.0,1233.0,12197.0,2000.0,Inactive,199000,Standard,2024-06-04T00:00:00.000Z,2024-12-01T00:00:00.000Z,2024-06-05T00:00:00.000Z,2024-11-30T12:56:55.293Z,180,StellarMLS,O6211447,"{'name': 'Julie Wright', 'phone': '4076165132', 'email': 'juliewrightrealtor@gmail.com', 'website': 'http://juliewright.mfr.mlsmatrix.com'}","{'name': 'CHARLES RUTENBERG RLTY ORLANDO', 'phone': '4076222122', 'email': 'info@crrmove.com', 'website': 'http://crrmove.com'}","{'2024-06-04': {'event': 'Sale Listing', 'price': 199000, 'listingType': 'Standard', 'listedDate': '2024-06-04T00:00:00.000Z', 'removedDate': '2024-12-01T00:00:00.000Z', 'daysOnMarket': 180}}",{'fee': 613}
"108-N-John-St,-Orlando,-FL-32835","108 N John St, Orlando, FL 32835",108 N John St,,Orlando,FL,32835,Orange,28.542993,-81.462696,Single Family,3.0,2.0,1193.0,7001.0,2001.0,Inactive,365000,Standard,2024-10-15T00:00:00.000Z,2024-11-27T00:00:00.000Z,2021-06-16T14:39:22.466Z,2024-11-26T12:48:18.972Z,43,StellarMLS,S5113832,"{'name': 'Deoanand Sookhoo', 'phone': '4079298428', 'email': 'deosook@aol.com'}","{'name': 'Florida Advance Realty Group,', 'phone': '4079298428', 'email': 'deosook@aol.com'}","{'2024-10-15': {'event': 'Sale Listing', 'price': 365000, 'listingType': 'Standard', 'listedDate': '2024-10-15T00:00:00.000Z', 'removedDate': '2024-11-27T00:00:00.000Z', 'daysOnMarket': 43}}",
"6342-Daysbrook-Dr,-Unit-102,-Orlando,-FL-32835","6342 Daysbrook Dr, Unit 102, Orlando, FL 32835",6342 Daysbrook Dr,Unit 102,Orlando,FL,32835,Orange,28.505457,-81.468384,Condo,3.0,2.5,1665.0,1020.0,2005.0,Inactive,335000,Standard,2024-07-26T00:00:00.000Z,2024-11-25T00:00:00.000Z,2024-07-27T00:00:00.000Z,2024-11-24T13:10:22.270Z,122,StellarMLS,O6227232,"{'name': 'Grace Ren', 'phone': '4079698488', 'email': 'info@usreliancepm.com'}","{'name': 'Us Reliance Solutions Inc', 'phone': '4074088841', 'email': 'realty_grace@hotmail.com'}","{'2024-07-26': {'event': 'Sale Listing', 'price': 335000, 'listingType': 'Standard', 'listedDate': '2024-07-26T00:00:00.000Z', 'removedDate': '2024-11-25T00:00:00.000Z', 'daysOnMarket': 122}}",{'fee': 345}
"7606-Kings-Passage-Ave,-Orlando,-FL-32835","7606 Kings Passage Ave, Orlando, FL 32835",7606 Kings Passage Ave,,Orlando,FL,32835,Orange,28.506476,-81.492986,Single Family,5.0,3.0,3599.0,17424.0,1997.0,Inactive,850000,Standard,2024-11-15T00:00:00.000Z,2024-11-23T00:00:00.000Z,2024-11-16T00:00:00.000Z,2024-11-22T09:29:43.657Z,8,StellarMLS,O6256166,"{'name': 'Shaun Reed', 'phone': '4079931446', 'email': 'shaun@reed-propertygroup.com', 'website': 'http://www.reedgrouporlando.com/'}","{'name': 'Keller Williams Classic Realty', 'phone': '4072925400', 'email': 'murraycoleman@kw.com'}","{'2024-11-15': {'event': 'Sale Listing', 'price': 850000, 'listingType': 'Standard', 'listedDate': '2024-11-15T00:00:00.000Z', 'removedDate': '2024-11-23T00:00:00.000Z', 'daysOnMarket': 8}}",{'fee': 142}
"6549-Abercrombie-Ct,-Orlando,-FL-32835","6549 Abercrombie Ct, Orlando, FL 32835",6549 Abercrombie Ct,,Orlando,FL,32835,Orange,28.533065,-81.474314,Single Family,3.0,2.0,1545.0,5971.0,1989.0,Inactive,324900,Standard,2024-11-19T00:00:00.000Z,2024-11-22T00:00:00.000Z,2024-11-19T00:00:00.000Z,2024-11-21T08:32:34.599Z,3,StellarMLS,O6257477,"{'name': 'Mark Ditalia', 'phone': '3213038219', 'email': 'markditalia@gmail.com', 'website': 'http://www.propertylogicre.com'}","{'name': 'Property Logic Re', 'phone': '4079093436', 'email': 'tommyjfry@gmail.com'}","{'2024-11-19': {'event': 'Sale Listing', 'price': 324900, 'listingType': 'Standard', 'listedDate': '2024-11-19T00:00:00.000Z', 'removedDate': '2024-11-22T00:00:00.000Z', 'daysOnMarket': 3}}",{'fee': 52}
"3368-Robert-Trent-Jones-Dr,---20608,-Orlando,-FL-32835","3368 Robert Trent Jones Dr, # 20608, Orlando, FL 32835",3368 Robert Trent Jones Dr,# 20608,Orlando,FL,32835,Orange,28.505045,-81.470331,Condo,3.0,2.0,1962.0,16117.0,2008.0,Inactive,389000,Standard,2024-11-21T00:00:00.000Z,2024-11-22T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-11-21T07:35:48.202Z,1,StellarMLS,S5116026,"{'name': 'Juan Santiago Lopez', 'phone': '3212783588', 'email': 'jasantiago72@yahoo.com', 'website': 'https://www.realestatebook.com/agent/1504557/juan-santiago-lopez'}","{'name': 'WF REALTY CORP.', 'phone': '4079942900', 'email': 'wfcorporation@gmail.com'}","{'2024-11-21': {'event': 'Sale Listing', 'price': 389000, 'listingType': 'Standard', 'listedDate': '2024-11-21T00:00:00.000Z', 'removedDate': '2024-11-22T00:00:00.000Z', 'daysOnMarket': 1}}",{'fee': 583}
"3213-Greenwich-Village-Blvd,-Apt-104,-Orlando,-FL-32835","3213 Greenwich Village Blvd, Apt 104, Orlando, FL 32835",3213 Greenwich Village Blvd,Apt 104,Orlando,FL,32835,Orange,28.508872,-81.472688,Condo,2.0,2.0,1235.0,5615.0,2000.0,Inactive,239900,Standard,2024-05-08T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-05-09T00:00:00.000Z,2024-11-20T13:31:34.177Z,197,StellarMLS,O6203426,"{'name': 'Yesenia Barrios', 'phone': '3212761977', 'email': 'yeseniabarios@msn.com'}","{'name': 'URBAN-O REAL ESTATE SOLUTION', 'phone': '4077812929', 'email': 'jose.rojo@urban-o.com', 'website': 'http://www.urban-o.co'}","{'2024-05-08': {'event': 'Sale Listing', 'price': 239900, 'listingType': 'Standard', 'listedDate': '2024-05-08T00:00:00.000Z', 'removedDate': '2024-11-21T00:00:00.000Z', 'daysOnMarket': 197}}",{'fee': 605}
"1224-S-Hiawassee-Rd,-Apt-614,-Orlando,-FL-32835","1224 S Hiawassee Rd, Apt 614, Orlando, FL 32835",1224 S Hiawassee Rd,Apt 614,Orlando,FL,32835,Orange,28.523547,-81.473035,Condo,3.0,2.0,1408.0,15682.0,1998.0,Inactive,259950,Standard,2024-05-23T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-05-24T00:00:00.000Z,2024-11-20T13:29:24.303Z,182,StellarMLS,O6208157,"{'name': 'Kristin Matthew', 'phone': '4075732121', 'email': 'kwmatthew1@gmail.com', 'website': 'http://www.kristimatthew.com'}","{'name': 'CENTURY 21 Carioti', 'phone': '8779687221', 'email': 'alcariotic21@gmail.com', 'website': 'https://century21cariotiwindermere.com/'}","{'2024-05-23': {'event': 'Sale Listing', 'price': 259950, 'listingType': 'Standard', 'listedDate': '2024-05-23T00:00:00.000Z', 'removedDate': '2024-11-21T00:00:00.000Z', 'daysOnMarket': 182}}",{'fee': 410}
"1069-S-Hiawassee-Rd,-Apt-1326,-Orlando,-FL-32835","1069 S Hiawassee Rd, Apt 1326, Orlando, FL 32835",1069 S Hiawassee Rd,Apt 1326,Orlando,FL,32835,Orange,28.52906,-81.470927,Condo,1.0,1.0,673.0,9202.0,1989.0,Inactive,164926,Standard,2024-07-10T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-07-11T00:00:00.000Z,2024-11-20T13:21:07.236Z,134,StellarMLS,O6222369,"{'name': 'Alain Wichner', 'phone': '4075752575', 'email': 'a.wichner@yahoo.com'}","{'name': 'Independence Realty Investment', 'phone': '4075752575', 'email': 'a.wichner@yahoo.com'}","{'2024-07-10': {'event': 'Sale Listing', 'price': 164926, 'listingType': 'Standard', 'listedDate': '2024-07-10T00:00:00.000Z', 'removedDate': '2024-11-21T00:00:00.000Z', 'daysOnMarket': 134}}",{'fee': 350}
"7301-Victoria-Cir,-Orlando,-FL-32835","7301 Victoria Cir, Orlando, FL 32835",7301 Victoria Cir,,Orlando,FL,32835,Orange,28.54125,-81.482352,Single Family,3.0,2.0,1228.0,8613.0,1990.0,Inactive,365995,Standard,2024-08-07T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-08-07T00:00:00.000Z,2024-11-20T13:01:09.027Z,106,StellarMLS,O6230331,"{'name': 'Dan Sukhu', 'phone': '4075958455', 'email': 'dansukhu@embarqmail.com'}","{'name': 'Home Wise Realty Group, Inc.', 'phone': '4077122000', 'email': 'jonfeshan@aol.com', 'website': 'www.'}","{'2024-08-07': {'event': 'Sale Listing', 'price': 365995, 'listingType': 'Standard', 'listedDate': '2024-08-07T00:00:00.000Z', 'removedDate': '2024-11-21T00:00:00.000Z', 'daysOnMarket': 106}}",
"6627-Queens-Borough-Ave,-Apt-104,-Orlando,-FL-32835","6627 Queens Borough Ave, Apt 104, Orlando, FL 32835",6627 Queens Borough Ave,Apt 104,Orlando,FL,32835,Orange,28.508911,-81.473589,Condo,2.0,2.0,1233.0,11326.0,2000.0,Inactive,299000,Standard,2024-08-30T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-08-31T00:00:00.000Z,2024-11-20T12:42:49.474Z,83,StellarMLS,O6237445,"{'name': 'Irina Fedorova', 'phone': '4076471211', 'email': 'irina.fedorova@cbrealty.com', 'website': 'https://www.coldwellbankerhomes.com/fl/winter-park/agent/irina-fedorova/aid_223566/'}","{'name': 'Coldwell Banker Realty', 'phone': '4076471211', 'email': 'lois.rawson@floridamoves.com', 'website': 'https://www.coldwellbankerhomes.com//fl/winter-park/office/winter-park/oid_1206/'}","{'2024-08-30': {'event': 'Sale Listing', 'price': 299000, 'listingType': 'Standard', 'listedDate': '2024-08-30T00:00:00.000Z', 'removedDate': '2024-11-21T00:00:00.000Z', 'daysOnMarket': 83}}",{'fee': 613}
"6166-Stevenson-Dr,-Unit-208,-Orlando,-FL-32835","6166 Stevenson Dr, Unit 208, Orlando, FL 32835",6166 Stevenson Dr,Unit 208,Orlando,FL,32835,Orange,28.508519,-81.465464,Condo,3.0,2.0,1206.0,15246.0,2003.0,Inactive,249900,Standard,2024-05-12T00:00:00.000Z,2024-11-19T00:00:00.000Z,2024-05-13T00:00:00.000Z,2024-11-18T13:11:35.476Z,191,StellarMLS,O6204461,"{'name': 'Sidney Tse', 'phone': '4072348168', 'email': 'tse2909@aol.com'}","{'name': 'Sunshine Realty & Prop. Mgnt', 'phone': '4073418754', 'email': 'eleanor1119@aol.com'}","{'2024-05-12': {'event': 'Sale Listing', 'price': 249900, 'listingType': 'Standard', 'listedDate': '2024-05-12T00:00:00.000Z', 'removedDate': '2024-11-19T00:00:00.000Z', 'daysOnMarket': 191}}",{'fee': 517}
"1919-Westpointe-Cir,-Orlando,-FL-32835","1919 Westpointe Cir, Orlando, FL 32835",1919 Westpointe Cir,,Orlando,FL,32835,Orange,28.520439,-81.506094,Single Family,4.0,2.5,1836.0,6584.0,1994.0,Inactive,450000,Standard,2024-11-05T00:00:00.000Z,2024-11-19T00:00:00.000Z,2024-11-06T00:00:00.000Z,2024-11-18T10:43:23.989Z,14,StellarMLS,O6255103,"{'name': 'Daniel Deluca', 'phone': '4079169780', 'email': 'danieldeluca86@gmail.com'}","{'name': 'DENIZ REALTY PARTNERS LLC', 'phone': '4077040780', 'email': 'denizrealtygroup@gmail.com'}","{'2024-11-05': {'event': 'Sale Listing', 'price': 450000, 'listingType': 'Standard', 'listedDate': '2024-11-05T00:00:00.000Z', 'removedDate': '2024-11-19T00:00:00.000Z', 'daysOnMarket': 14}}",{'fee': 80}
"7818-Kensingham-Ct,-Orlando,-FL-32835","7818 Kensingham Ct, Orlando, FL 32835",7818 Kensingham Ct,,Orlando,FL,32835,Orange,28.54529,-81.491584,Single Family,3.0,2.0,1550.0,8986.0,1990.0,Inactive,319900,Standard,2024-07-21T00:00:00.000Z,2024-11-18T00:00:00.000Z,2024-07-21T00:00:00.000Z,2024-11-17T13:20:53.585Z,120,StellarMLS,O6225434,"{'name': 'Alreyas Baksh', 'phone': '3524093855', 'email': 'florida@realtyagent.com'}","{'name': 'RIO HOMES AND INVESTMENTS LLC', 'phone': '3524093855', 'email': 'florida@realtyagent.com'}","{'2024-07-21': {'event': 'Sale Listing', 'price': 319900, 'listingType': 'Standard', 'listedDate': '2024-07-21T00:00:00.000Z', 'removedDate': '2024-11-18T00:00:00.000Z', 'daysOnMarket': 120}}",{'fee': 15}
"6010-Westgate-Dr,-Apt-301,-Orlando,-FL-32835","6010 Westgate Dr, Apt 301, Orlando, FL 32835",6010 Westgate Dr,Apt 301,Orlando,FL,32835,Orange,28.530658,-81.465392,Condo,2.0,2.0,1515.0,5936.0,1988.0,Inactive,210000,Standard,2024-10-31T00:00:00.000Z,2024-11-17T00:00:00.000Z,2024-11-01T00:00:00.000Z,2024-11-16T11:21:14.262Z,17,StellarMLS,O6253340,"{'name': 'Kasia Sikorska-krysiak', 'phone': '4076259379', 'email': 'kasia_krysiak@yahoo.com'}","{'name': 'Homestead Realty Inc', 'phone': '4073674201', 'email': 'frontdesk@jzrents.com', 'website': 'http://www.orlandolook.com'}","{'2024-10-31': {'event': 'Sale Listing', 'price': 210000, 'listingType': 'Standard', 'listedDate': '2024-10-31T00:00:00.000Z', 'removedDate': '2024-11-17T00:00:00.000Z', 'daysOnMarket': 17}}",{'fee': 486}
"1023-S-Hiawassee-Rd,-Apt-4013,-Orlando,-FL-32835","1023 S Hiawassee Rd, Apt 4013, Orlando, FL 32835",1023 S Hiawassee Rd,Apt 4013,Orlando,FL,32835,Orange,28.528533,-81.473946,Condo,1.0,1.0,627.0,7485.0,1989.0,Inactive,159000,Standard,2024-06-25T00:00:00.000Z,2024-11-16T00:00:00.000Z,2024-06-26T00:00:00.000Z,2024-11-15T13:15:14.544Z,144,StellarMLS,O6213958,"{'name': 'Ryan Langley', 'phone': '4078026462', 'email': 'ryan@flarealtyinvestments.com'}","{'name': 'FLORIDA REALTY INVESTMENTS', 'phone': '4072072220', 'email': 'carissa@flarealtyinvestments.com', 'website': 'http://flarealtyinvestements.com'}","{'2024-06-25': {'event': 'Sale Listing', 'price': 159000, 'listingType': 'Standard', 'listedDate': '2024-06-25T00:00:00.000Z', 'removedDate': '2024-11-16T00:00:00.000Z', 'daysOnMarket': 144}}",{'fee': 272}
"5911-Strada-Capri-Way,-Orlando,-FL-32835","5911 Strada Capri Way, Orlando, FL 32835",5911 Strada Capri Way,,Orlando,FL,32835,Orange,28.511809,-81.461717,Townhouse,3.0,2.5,1756.0,4418.0,2005.0,Inactive,335000,Standard,2024-09-02T00:00:00.000Z,2024-11-15T00:00:00.000Z,2024-09-03T00:00:00.000Z,2024-11-14T12:56:49.809Z,74,StellarMLS,O6237835,"{'name': 'Jose Rojo', 'phone': '7865026162', 'email': 'jose.rojo@urban-o.com', 'website': 'http://www.urbanorlandohomes.com'}","{'name': 'URBAN-O REAL ESTATE SOLUTION', 'phone': '4077812929', 'email': 'jose.rojo@urban-o.com', 'website': 'http://www.urban-o.co'}","{'2024-09-02': {'event': 'Sale Listing', 'price': 335000, 'listingType': 'Standard', 'listedDate': '2024-09-02T00:00:00.000Z', 'removedDate': '2024-11-15T00:00:00.000Z', 'daysOnMarket': 74}}",{'fee': 534}
