id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,assessorID,lotSize,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"5930-Luzon-Dr,-Orlando,-FL-32809","5930 Luzon Dr, Orlando, FL 32809",5930 Luzon Dr,,Orlando,FL,32809,Orange,28.471369,-81.390232,Single Family,3.0,2.0,1225.0,1962.0,23-23-29-8081-00-360,8000.0,SKY LAKE OAK RIDGE SECTION UNIT ONE REPLAT Y/126 LOT 36,SKY LAKE OAK RIDGE SEC UT 1 REP,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2020': {'year': 2020, 'value': 56832}, '2024': {'year': 2024, 'value': 222617}}","{'2020': {'year': 2020, 'total': 622}, '2024': {'year': 2024, 'total': 3306}}","{'names': ['William G Sudimak'], 'type': 'Individual', 'mailingAddress': {'id': '5930-Luzon-Dr,-Orlando,-FL-32809', 'formattedAddress': '5930 Luzon Dr, Orlando, FL 32809', 'addressLine1': '5930 Luzon Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32809'}}",True,
"811-W-Oak-Ridge-Rd,-Ste-B,-Orlando,-FL-32809","811 W Oak Ridge Rd, Ste B, Orlando, FL 32809",811 W Oak Ridge Rd,Ste B,Orlando,FL,32809,Orange,28.472955,-81.388775,,,,,,,,,,,,,,,,
"5936-Woods-St,-Orlando,-FL-32809","5936 Woods St, Orlando, FL 32809",5936 Woods St,,Orlando,FL,32809,Orange,28.47141,-81.395252,,,,,,,,,,,,,,,,
"6020-S-Orange-Ave,-Orlando,-FL-32809","6020 S Orange Ave, Orlando, FL 32809",6020 S Orange Ave,,Orlando,FL,32809,Orange,28.469948,-81.397167,,,,,,,,,,,,,,,,
"6036-S-Orange-Ave,-Orlando,-FL-32809","6036 S Orange Ave, Orlando, FL 32809",6036 S Orange Ave,,Orlando,FL,32809,Orange,28.46919,-81.397161,,,,,,,,,,,,,,,,
"6040-S-Orange-Ave,-Orlando,-FL-32809","6040 S Orange Ave, Orlando, FL 32809",6040 S Orange Ave,,Orlando,FL,32809,Orange,28.468748,-81.397162,,,,,,,,,,,,,,,,
"710-Mcdougall-Ct,-Unit-710,-Orlando,-FL-32809","710 Mcdougall Ct, Unit 710, Orlando, FL 32809",710 Mcdougall Ct,Unit 710,Orlando,FL,32809,Orange County,28.453354,-81.386597,Condo,3.0,2.0,700.0,,,,,,,,,,,,
"5301-Hansel-Ave,-Apt-A18,-Edgewood,-FL-32809","5301 Hansel Ave, Apt A18, Edgewood, FL 32809",5301 Hansel Ave,Apt A18,Edgewood,FL,32809,Orange,28.482132,-81.370773,Condo,2.0,2.0,994.0,1970.0,,13068.0,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-103,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 103, Orlando, FL 32809",1650 Sand Lake Rd,Ste 103,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-107,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 107, Orlando, FL 32809",1650 Sand Lake Rd,Ste 107,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-111,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 111, Orlando, FL 32809",1650 Sand Lake Rd,Ste 111,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-115,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 115, Orlando, FL 32809",1650 Sand Lake Rd,Ste 115,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7959-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7959 S Orange Blossom Trl, Orlando, FL 32809",7959 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.450846,-81.400563,,,,,,,,,,,,,,,,
"7971-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7971 S Orange Blossom Trl, Orlando, FL 32809",7971 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.45096,-81.398589,,,,,,,,,,,,,,,,
"1718-Sand-Lake-Rd,-Ste-C103,-Orlando,-FL-32809","1718 Sand Lake Rd, Ste C103, Orlando, FL 32809",1718 Sand Lake Rd,Ste C103,Orlando,FL,32809,Orange,28.450159,-81.401282,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-110,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 110, Orlando, FL 32809",1650 Sand Lake Rd,Ste 110,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-101,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 101, Orlando, FL 32809",1650 Sand Lake Rd,Ste 101,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-117,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 117, Orlando, FL 32809",1650 Sand Lake Rd,Ste 117,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-112,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 112, Orlando, FL 32809",1650 Sand Lake Rd,Ste 112,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7939-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7939 S Orange Blossom Trl, Orlando, FL 32809",7939 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.45111,-81.399031,,,,,,,,,,,,,,,,
"1919-Sand-Lake-Rd,-Orlando,-FL-32809","1919 Sand Lake Rd, Orlando, FL 32809",1919 Sand Lake Rd,,Orlando,FL,32809,Orange,28.450876,-81.402886,,,,,,,,,,,,,,,,
"7951-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7951 S Orange Blossom Trl, Orlando, FL 32809",7951 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.451,-81.398822,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-113,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 113, Orlando, FL 32809",1650 Sand Lake Rd,Ste 113,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1718-Sand-Lake-Rd,-Ste-C100,-Orlando,-FL-32809","1718 Sand Lake Rd, Ste C100, Orlando, FL 32809",1718 Sand Lake Rd,Ste C100,Orlando,FL,32809,Orange,28.450159,-81.401282,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-102,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 102, Orlando, FL 32809",1650 Sand Lake Rd,Ste 102,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1718-Sand-Lake-Rd,-Ste-C102,-Orlando,-FL-32809","1718 Sand Lake Rd, Ste C102, Orlando, FL 32809",1718 Sand Lake Rd,Ste C102,Orlando,FL,32809,Orange,28.450159,-81.401282,,,,,,,,,,,,,,,,
"7802-S-Orng-Blssm-Trl,-Ste-A,-Orlando,-FL-32809","7802 S Orng Blssm Trl, Ste A, Orlando, FL 32809",7802 S Orng Blssm Trl,Ste A,Orlando,FL,32809,Orange,28.452666,-81.401231,,,,,,,,,,,,,,,,
"7825-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7825 S Orange Blossom Trl, Orlando, FL 32809",7825 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.452357,-81.398437,,,,,,,,,,,,,,,,
"1718-Sand-Lake-Rd,-Ste-C106,-Orlando,-FL-32809","1718 Sand Lake Rd, Ste C106, Orlando, FL 32809",1718 Sand Lake Rd,Ste C106,Orlando,FL,32809,Orange,28.450159,-81.401282,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-114,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 114, Orlando, FL 32809",1650 Sand Lake Rd,Ste 114,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1718-Sand-Lake-Rd,-Ste-C108,-Orlando,-FL-32809","1718 Sand Lake Rd, Ste C108, Orlando, FL 32809",1718 Sand Lake Rd,Ste C108,Orlando,FL,32809,Orange,28.450159,-81.401282,,,,,,,,,,,,,,,,
"7802-S-Orng-Blssm-Trl,-Ste-B,-Orlando,-FL-32809","7802 S Orng Blssm Trl, Ste B, Orlando, FL 32809",7802 S Orng Blssm Trl,Ste B,Orlando,FL,32809,Orange,28.452666,-81.401231,,,,,,,,,,,,,,,,
"7999-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7999 S Orange Blossom Trl, Orlando, FL 32809",7999 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.450845,-81.400387,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-116,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 116, Orlando, FL 32809",1650 Sand Lake Rd,Ste 116,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7967-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7967 S Orange Blossom Trl, Orlando, FL 32809",7967 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.45096,-81.398666,,,,,,,,,,,,,,,,
"7975-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7975 S Orange Blossom Trl, Orlando, FL 32809",7975 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.450938,-81.398467,,,,,,,,,,,,,,,,
"7963-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7963 S Orange Blossom Trl, Orlando, FL 32809",7963 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.450788,-81.400555,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-105,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 105, Orlando, FL 32809",1650 Sand Lake Rd,Ste 105,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7935-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7935 S Orange Blossom Trl, Orlando, FL 32809",7935 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.451234,-81.399004,,,,,,,,,,,,,,,,
"7905-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7905 S Orange Blossom Trl, Orlando, FL 32809",7905 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.451883,-81.39881,,,,,,,,,,,,,,,,
"1913-Sand-Lake-Rd,-Orlando,-FL-32809","1913 Sand Lake Rd, Orlando, FL 32809",1913 Sand Lake Rd,,Orlando,FL,32809,Orange,28.450881,-81.402845,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-135,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 135, Orlando, FL 32809",1650 Sand Lake Rd,Ste 135,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7720-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7720 S Orange Blossom Trl, Orlando, FL 32809",7720 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.4536,-81.400206,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-108,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 108, Orlando, FL 32809",1650 Sand Lake Rd,Ste 108,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1555-Sand-Lake-Rd,-Orlando,-FL-32809","1555 Sand Lake Rd, Orlando, FL 32809",1555 Sand Lake Rd,,Orlando,FL,32809,Orange,28.450993,-81.399448,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-104,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 104, Orlando, FL 32809",1650 Sand Lake Rd,Ste 104,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-130,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 130, Orlando, FL 32809",1650 Sand Lake Rd,Ste 130,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-106,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 106, Orlando, FL 32809",1650 Sand Lake Rd,Ste 106,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7726-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7726 S Orange Blossom Trl, Orlando, FL 32809",7726 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.453058,-81.400506,,,,,,,,,,,,,,,,
"1718-Sand-Lake-Rd,-Ste-C104,-Orlando,-FL-32809","1718 Sand Lake Rd, Ste C104, Orlando, FL 32809",1718 Sand Lake Rd,Ste C104,Orlando,FL,32809,Orange,28.450159,-81.401282,,,,,,,,,,,,,,,,
"7915-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7915 S Orange Blossom Trl, Orlando, FL 32809",7915 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.451449,-81.398883,,,,,,,,,,,,,,,,
"7955-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7955 S Orange Blossom Trl, Orlando, FL 32809",7955 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.450893,-81.400547,,,,,,,,,,,,,,,,
"1650-Sand-Lake-Rd,-Ste-100,-Orlando,-FL-32809","1650 Sand Lake Rd, Ste 100, Orlando, FL 32809",1650 Sand Lake Rd,Ste 100,Orlando,FL,32809,Orange,28.450158,-81.400058,,,,,,,,,,,,,,,,
"7901-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7901 S Orange Blossom Trl, Orlando, FL 32809",7901 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.451925,-81.398782,,,,,,,,,,,,,,,,
"1907-Sand-Lake-Rd,-Orlando,-FL-32809","1907 Sand Lake Rd, Orlando, FL 32809",1907 Sand Lake Rd,,Orlando,FL,32809,Orange,28.45087,-81.402796,,,,,,,,,,,,,,,,
"7909-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7909 S Orange Blossom Trl, Orlando, FL 32809",7909 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.451834,-81.398828,,,,,,,,,,,,,,,,
"7817-S-Orange-Blossom-Trl,-Orlando,-FL-32809","7817 S Orange Blossom Trl, Orlando, FL 32809",7817 S Orange Blossom Trl,,Orlando,FL,32809,Orange,28.452394,-81.400145,,,,,,,,,,,,,,,,
"7307-Lake-Dr,-Belle-Isle,-FL-32809","7307 Lake Dr, Belle Isle, FL 32809",7307 Lake Dr,,Belle Isle,FL,32809,Orange County,28.460034,-81.355336,Single Family,5.0,3.5,3367.0,2011.0,,21344.0,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2136F,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2136F, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2136F,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---5989I,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 5989I, Orlando, FL 32809",2100 W Oak Ridge Rd,# 5989I,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,3.0,2.0,1251.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146A,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146D,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146D, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146D,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146N,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146N, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146N,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2152N,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2152N, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2152N,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---5989B,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 5989B, Orlando, FL 32809",2100 W Oak Ridge Rd,# 5989B,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,3.0,2.0,1251.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2156A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2156A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2156A,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2136G,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2136G, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2136G,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2128E,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2128E, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2128E,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146P,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146P, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146P,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2128A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2128A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2128A,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2118H,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2118H, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2118H,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2154F,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2154F, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2154F,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2162E,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2162E, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2162E,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2148D,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2148D, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2148D,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2162H,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2162H, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2162H,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2162D,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2162D, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2162D,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2110D,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2110D, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2110D,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,3.0,2.0,1360.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---5989C,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 5989C, Orlando, FL 32809",2100 W Oak Ridge Rd,# 5989C,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,3.0,2.0,1251.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146K,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146K, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146K,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2136E,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2136E, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2136E,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146B,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146B, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146B,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2142B,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2142B, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2142B,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2146M,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2146M, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2146M,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,520.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2140A,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2140A, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2140A,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2102H,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2102H, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2102H,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2152D,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2152D, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2152D,Orlando,FL,32809,Orange,28.471135,-81.406997,Apartment,1.0,1.0,638.0,,,,,,,,,,,,
"6421-Stockbridge-Ave,-Belle-Isle,-FL-32809","6421 Stockbridge Ave, Belle Isle, FL 32809",6421 Stockbridge Ave,,Belle Isle,FL,32809,Orange,28.467708,-81.361549,Single Family,3.0,2.0,1785.0,1966.0,24-23-29-0600-05-060,9326.0,BELLE ISLE ESTATES L/58 LOT 6 & S1/2 LOT 5 BLK E,BELLE ISLE ESTS,R-1-A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 106357}}","{'2021': {'year': 2021, 'total': 1488}}","{'names': ['RICHARD A NALLEY'], 'mailingAddress': {'id': '6421-Stockbridge-Ave,-Belle-Isle,-FL-32809', 'addressLine1': '6421 Stockbridge Ave', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32809'}}",True,
"2100-W-Oak-Ridge-Rd,---2144G,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2144G, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2144G,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,2.0,2.0,1066.0,,,,,,,,,,,,
"2100-W-Oak-Ridge-Rd,---2162N,-Orlando,-FL-32809","2100 W Oak Ridge Rd, # 2162N, Orlando, FL 32809",2100 W Oak Ridge Rd,# 2162N,Orlando,FL,32809,Orange County,28.471135,-81.406997,Apartment,,1.0,520.0,,,,,,,,,,,,
"113-E-Wallace-St,-Orlando,-FL-32809","113 E Wallace St, Orlando, FL 32809",113 E Wallace St,,Orlando,FL,32809,Orange,28.47109,-81.374439,,,,,,,,,,,,,,,,
"214-Fairlane-Ave,-Orlando,-FL-32809","214 Fairlane Ave, Orlando, FL 32809",214 Fairlane Ave,,Orlando,FL,32809,Orange,28.471508,-81.373329,,,,,,,,,,,,,,,,
"222-E-Wallace-St,-Orlando,-FL-32809","222 E Wallace St, Orlando, FL 32809",222 E Wallace St,,Orlando,FL,32809,Orange,28.470584,-81.373351,,,,,,,,,,,,,,,,
"312-Fairlane-Ave-Apt-A,-Orlando,-FL-32809","312 Fairlane Ave Apt A, Orlando, FL 32809",312 Fairlane Ave Apt A,,Orlando,FL,32809,Orange,28.471434,-81.372613,,,,,,,,,,,,,,,,
"219-E-Fillmore-Ave,-Orlando,-FL-32809","219 E Fillmore Ave, Orlando, FL 32809",219 E Fillmore Ave,,Orlando,FL,32809,Orange,28.470164,-81.373144,,,,,,,,,,,,,,,,
"217-E-Fillmore-Ave,-Orlando,-FL-32809","217 E Fillmore Ave, Orlando, FL 32809",217 E Fillmore Ave,,Orlando,FL,32809,Orange,28.470164,-81.373144,,,,,,,,,,,,,,,,
"203-Fairlane-Ave,-Orlando,-FL-32809","203 Fairlane Ave, Orlando, FL 32809",203 Fairlane Ave,,Orlando,FL,32809,Orange,28.471974,-81.373776,,,,,,,,,,,,,,,,
"109-E-Fillmore-Ave,-Orlando,-FL-32809","109 E Fillmore Ave, Orlando, FL 32809",109 E Fillmore Ave,,Orlando,FL,32809,Orange,28.470166,-81.374677,Single Family,4.0,2.0,1447.0,1952.0,24-23-29-0192-11-060,10472.0,W R ANNOS ADD TO PINECASTLE F/53 LOT 6 BLK 11,ANNO W R ADD TO PINECASTLE,R-3,"{'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 97899, 'land': 45000, 'improvements': 52899}, '2022': {'year': 2022, 'value': 115830, 'land': 55000, 'improvements': 60830}, '2023': {'year': 2023, 'value': 135474, 'land': 55000, 'improvements': 80474}}","{'2021': {'year': 2021, 'total': 1832}, '2022': {'year': 2022, 'total': 2012}, '2023': {'year': 2023, 'total': 2261}}","{'names': ['POUTIER THOMAS S TRUST'], 'mailingAddress': {'id': '109-E-Fillmore-Ave,-Orlando,-FL-32809', 'formattedAddress': '109 E Fillmore Ave, Orlando, FL 32809', 'addressLine1': '109 E Fillmore Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32809'}}",True,
"5945-Anno-Ave,-Orlando,-FL-32809","5945 Anno Ave, Orlando, FL 32809",5945 Anno Ave,,Orlando,FL,32809,Orange,28.470834,-81.371952,,,,,,,,,,,,,,,,
