id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,yearBuilt,bedrooms,bathrooms,squareFootage,assessorID,features,lotSize,legalDescription,subdivision,zoning,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa,lastSalePrice
"5400-Esplanade-Park-Cir,-Apt-3204,-Orlando,-FL-32839","5400 Esplanade Park Cir, Apt 3204, Orlando, FL 32839",5400 Esplanade Park Cir,Apt 3204,Orlando,FL,32839,Orange,28.48435,-81.40332,Apartment,,2.0,2.0,1066.0,,,,,,,,,,,,
"5225-Via-Hacienda-Cir,-Apt-116,-Orlando,-FL-32839","5225 Via Hacienda Cir, Apt 116, Orlando, FL 32839",5225 Via Hacienda Cir,Apt 116,Orlando,FL,32839,Orange,28.489405,-81.408328,Condo,1986.0,2.0,2.0,934.0,,,24394.0,,,,,,,,,
"4783-S-Texas-Ave-Apt-C,-Orlando,-FL-32839","4783 S Texas Ave Apt C, Orlando, FL 32839",4783 S Texas Ave Apt C,,Orlando,FL,32839,Orange,28.492158,-81.406152,Condo,,2.0,2.0,975.0,,,,,,,,,,,,
"5450-Millenia-Lakes-Blvd,-Orlando,-FL-32839","5450 Millenia Lakes Blvd, Orlando, FL 32839",5450 Millenia Lakes Blvd,,Orlando,FL,32839,Orange,28.483990530328,-81.436097137942,Apartment,2020.0,,,,,,,,,,,,,,,
"4371-Aqua-Vista-Dr,-Unit-16G,-Orlando,-FL-32839","4371 Aqua Vista Dr, Unit 16G, Orlando, FL 32839",4371 Aqua Vista Dr,Unit 16G,Orlando,FL,32839,Orange,28.498737,-81.41304,Condo,,2.0,2.0,976.0,,,,,,,,,,,,
"3555-Conroy-Rd,-Apt-1324,-Orlando,-FL-32839","3555 Conroy Rd, Apt 1324, Orlando, FL 32839",3555 Conroy Rd,Apt 1324,Orlando,FL,32839,Orange,28.487307,-81.42203,Condo,2003.0,2.0,2.0,1091.0,16-23-29-5783-01-324,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}",7862.0,MOSAIC AT MILLENIA A CONDOMINIUM 8282/3777 UNIT 1324 BLDG 13,MOSAIC AT MILLENIA A CONDO,R-3B,"{'2022': {'year': 2022, 'value': 141800, 'land': 28360, 'improvements': 113440}, '2023': {'year': 2023, 'value': 185500, 'land': 37100, 'improvements': 148400}, '2024': {'year': 2024, 'value': 201800, 'land': 40360, 'improvements': 161440}}","{'2022': {'year': 2022, 'total': 2610}, '2023': {'year': 2023, 'total': 3046}, '2024': {'year': 2024, 'total': 3365}}","{'names': ['Vikramjit Singh', 'Harsimran Bedi'], 'type': 'Individual', 'mailingAddress': {'id': '602-Tullamore-Trl,-Mars,-PA-16046', 'formattedAddress': '602 Tullamore Trl, Mars, PA 16046', 'addressLine1': '602 Tullamore Trl', 'addressLine2': None, 'city': 'Mars', 'state': 'PA', 'zipCode': '16046'}}",False,,
"5124-Park-Central-Dr,-Apt-524,-Orlando,-FL-32839","5124 Park Central Dr, Apt 524, Orlando, FL 32839",5124 Park Central Dr,Apt 524,Orlando,FL,32839,Orange,28.491802,-81.410538,Condo,,2.0,2.0,874.0,,,,,,,,,,,,
"2578-Lakeway-Branch-Dr,-Orlando,-FL-32839","2578 Lakeway Branch Dr, Orlando, FL 32839",2578 Lakeway Branch Dr,,Orlando,FL,32839,Orange,28.499399,-81.411575,Condo,1988.0,2.0,2.0,1132.0,092329500329080,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",,LEMON TREE SECTION 9 CONDO CB 15/148 UNIT 2908 BLDG 29,LEMON TREE CONDO SEC 09,R-3,"{'2018': {'year': 2018, 'value': 41900, 'land': 8380, 'improvements': 33520}}","{'2018': {'year': 2018, 'total': 587}}","{'names': [''], 'mailingAddress': {'id': '13541-Fordwell-Dr,-Orlando,-FL-32828', 'addressLine1': '13541 Fordwell Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32828'}}",False,,
"4777-S-Texas-Ave-Apt-B,-Orlando,-FL-32839","4777 S Texas Ave Apt B, Orlando, FL 32839",4777 S Texas Ave Apt B,,Orlando,FL,32839,Orange,28.492177,-81.405543,Condo,1973.0,2.0,2.0,976.0,,,6366.0,,,,,,,,,
"5313-Esplanade-Park-Cir,-Apt-5104,-Orlando,-FL-32839","5313 Esplanade Park Cir, Apt 5104, Orlando, FL 32839",5313 Esplanade Park Cir,Apt 5104,Orlando,FL,32839,Orange,28.484428,-81.404008,Apartment,,2.0,2.0,1066.0,,,,,,,,,,,,
"5000-Millenia-Palms-Dr,-Orlando,-FL-32839","5000 Millenia Palms Dr, Orlando, FL 32839",5000 Millenia Palms Dr,,Orlando,FL,32839,Orange,28.47855,-81.420414,Apartment,2016.0,1.0,1.0,,,,,,,,,,,,,
"1347-41st-St,-Apt-2,-Orlando,-FL-32839","1347 41st St, Apt 2, Orlando, FL 32839",1347 41st St,Apt 2,Orlando,FL,32839,Orange,28.501798,-81.396429,Multi-Family,,3.0,2.0,1680.0,,,,,,,,,,,,
"5124-Picadilly-Circus-Ct,-Orlando,-FL-32839","5124 Picadilly Circus Ct, Orlando, FL 32839",5124 Picadilly Circus Ct,,Orlando,FL,32839,Orange,28.48781,-81.411314,Condo,1974.0,2.0,1.0,996.0,15-23-29-3798-01-120,{'unitCount': 48},,,,,,,,,,
"5648-S-Rio-Grande-Ave,-Apt-8,-Orlando,-FL-32839","5648 S Rio Grande Ave, Apt 8, Orlando, FL 32839",5648 S Rio Grande Ave,Apt 8,Orlando,FL,32839,Orange,28.476701,-81.40085,Apartment,,2.0,2.0,900.0,,,,,,,,,,,,
"2102-Mo-Ho-Dr,-Orlando,-FL-32839","2102 Mo Ho Dr, Orlando, FL 32839",2102 Mo Ho Dr,,Orlando,FL,32839,Orange,28.508291,-81.411562,,,2.0,2.0,960.0,,,,,,,,,,,,
"2023-Atoka-Dr,-Orlando,-FL-32839","2023 Atoka Dr, Orlando, FL 32839",2023 Atoka Dr,,Orlando,FL,32839,Orange,28.507718,-81.411531,,,1.0,1.0,552.0,,,,,,,,,,,,
"2001-Onaka-Dr,-Orlando,-FL-32839","2001 Onaka Dr, Orlando, FL 32839",2001 Onaka Dr,,Orlando,FL,32839,Orange,28.507899,-81.40984,,,2.0,1.5,858.0,,,,,,,,,,,,
"3519-Hopi-Dr,-Unit-174,-Orlando,-FL-32839","3519 Hopi Dr, Unit 174, Orlando, FL 32839",3519 Hopi Dr,Unit 174,Orlando,FL,32839,Orange,28.505931,-81.412015,Manufactured,1968.0,2.0,1.0,912.0,,,,,,,,,,,,
"3432-Manitou-Dr,-Orlando,-FL-32839","3432 Manitou Dr, Orlando, FL 32839",3432 Manitou Dr,,Orlando,FL,32839,Orange,28.506496,-81.413148,,,2.0,1.5,728.0,,,,,,,,,,,,
"1906-Mo-Ho-Dr,-Orlando,-FL-32839","1906 Mo Ho Dr, Orlando, FL 32839",1906 Mo Ho Dr,,Orlando,FL,32839,Orange,28.508079,-81.409514,,,2.0,1.5,900.0,,,,,,,,,,,,
"2116-Tonka-Dr,-Orlando,-FL-32839","2116 Tonka Dr, Orlando, FL 32839",2116 Tonka Dr,,Orlando,FL,32839,Orange,28.505613,-81.412185,,,2.0,2.0,950.0,,,,,,,,,,,,
"2114-Tonka-Dr,-Orlando,-FL-32839","2114 Tonka Dr, Orlando, FL 32839",2114 Tonka Dr,,Orlando,FL,32839,Orange,28.505437,-81.412175,,,2.0,2.0,1288.0,,,,,,,,,,,,
"2202-Tonka-Dr,-Orlando,-FL-32839","2202 Tonka Dr, Orlando, FL 32839",2202 Tonka Dr,,Orlando,FL,32839,Orange,28.505408,-81.412505,,,2.0,2.0,960.0,,,,,,,,,,,,
"4023-Henley-Rd,-Unit-1702,-Orlando,-FL-32839","4023 Henley Rd, Unit 1702, Orlando, FL 32839",4023 Henley Rd,Unit 1702,Orlando,FL,32839,Orange County,28.501786,-81.406888,Condo,,2.0,1.5,1164.0,,,,,,,,,,,,
"4022-Henley-Rd,-Orlando,-FL-32839","4022 Henley Rd, Orlando, FL 32839",4022 Henley Rd,,Orlando,FL,32839,Orange,28.501785,-81.407279,Single Family,1975.0,2.0,1.5,1164.0,10-23-29-5298-16-030,{'unitCount': 87},,,,,,,,,,
"414-Doolittle-St,-Orlando,-FL-32839","414 Doolittle St, Orlando, FL 32839",414 Doolittle St,,Orlando,FL,32839,Orange,28.499116,-81.383259,Single Family,1961.0,3.0,2.0,1536.0,11-23-29-5572-05-300,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",9508.0,MEDALLION ESTATES SECTION TWO Y/30 LOT 30 BLK E,MEDALLION ESTS SEC 2,R-1A,"{'2022': {'year': 2022, 'value': 248456, 'land': 80000, 'improvements': 168456}, '2023': {'year': 2023, 'value': 298585, 'land': 100000, 'improvements': 198585}, '2024': {'year': 2024, 'value': 313585, 'land': 100000, 'improvements': 213585}}","{'2022': {'year': 2022, 'total': 4162}, '2023': {'year': 2023, 'total': 4724}, '2024': {'year': 2024, 'total': 5281}}","{'names': ['BAF ASSETS 3 LLC'], 'type': 'Organization', 'mailingAddress': {'id': '5001-Plaza-On-The-Lk,-STE-200,-Austin,-TX-78746', 'formattedAddress': '5001 Plaza On The Lk, STE 200, Austin, TX 78746', 'addressLine1': '5001 Plaza On The Lk', 'addressLine2': 'STE 200', 'city': 'Austin', 'state': 'TX', 'zipCode': '78746'}}",False,,
"5557-Telipa-Dr,-Orlando,-FL-32839","5557 Telipa Dr, Orlando, FL 32839",5557 Telipa Dr,,Orlando,FL,32839,Orange,28.483602,-81.421914,Single Family,1983.0,2.0,2.0,1088.0,16-23-29-9446-00-510,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",6276.0,WINTER RUN UNIT 3 B 11/72 LOT 51,WINTER RUN UT 3B,R-2,"{'2022': {'year': 2022, 'value': 187703}, '2023': {'year': 2023, 'value': 193334}, '2024': {'year': 2024, 'value': 199134}}","{'2022': {'year': 2022, 'total': 2666}, '2023': {'year': 2023, 'total': 2781}, '2024': {'year': 2024, 'total': 2978}}","{'names': ['Penny S Robinson'], 'type': 'Individual', 'mailingAddress': {'id': '5557-Telipa-Dr,-Orlando,-FL-32839', 'formattedAddress': '5557 Telipa Dr, Orlando, FL 32839', 'addressLine1': '5557 Telipa Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"5739-Kingsgate-Dr,-Orlando,-FL-32839","5739 Kingsgate Dr, Orlando, FL 32839",5739 Kingsgate Dr,,Orlando,FL,32839,Orange,28.474762,-81.42625,Multi-Family,1973.0,2.0,1.0,12030.0,20-23-29-5360-00-170,"{'architectureType': 'Multi-Unit Building', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 10, 'unitCount': 11}",350347.0,THE MCKOY LAND COMPANY SUB F/48 THAT PT OF LOT 17 LYING ELY OF KINGSGATE DR & VAC STS ON E & N & THAT PT OF LOT 32 BEG 275 FT,MCKOY LAND CO SUB,R-3,"{'2022': {'year': 2022, 'value': 12408528, 'land': 1665348, 'improvements': 10743180}, '2023': {'year': 2023, 'value': 14187670, 'land': 2047500, 'improvements': 12140170}}","{'2022': {'year': 2022, 'total': 157640}, '2023': {'year': 2023, 'total': 176303}}","{'names': ['REC I/CYPRESS RIDGE PARTNERSHIP'], 'type': 'Organization', 'mailingAddress': {'id': '8101-Glenbrook-Rd,-STE-220,-Bethesda,-MD-20814', 'formattedAddress': '8101 Glenbrook Rd, STE 220, Bethesda, MD 20814', 'addressLine1': '8101 Glenbrook Rd', 'addressLine2': 'STE 220', 'city': 'Bethesda', 'state': 'MD', 'zipCode': '20814'}}",False,,
"4346-Aqua-Vista-Dr,-Unit-9F,-Orlando,-FL-32839","4346 Aqua Vista Dr, Unit 9F, Orlando, FL 32839",4346 Aqua Vista Dr,Unit 9F,Orlando,FL,32839,Orange County,28.498991,-81.413461,Condo,,2.0,1.0,867.0,,,,,,,,,,,,
"1313-39th-St,-Orlando,-FL-32839","1313 39th St, Orlando, FL 32839",1313 39th St,,Orlando,FL,32839,Orange,28.503761,-81.397758,Multi-Family,1951.0,8.0,5.0,3600.0,,,13504.0,,,,,,,,,
"5109-Legacy-Oaks-Dr,-Edgewood,-FL-32839","5109 Legacy Oaks Dr, Edgewood, FL 32839",5109 Legacy Oaks Dr,,Edgewood,FL,32839,Orange County,28.489561,-81.389517,Single Family,2007.0,5.0,3.0,3042.0,,,9312.0,,,,,,,,,
"4745-S-Texas-Ave-Apt-A,-Orlando,-FL-32839","4745 S Texas Ave Apt A, Orlando, FL 32839",4745 S Texas Ave Apt A,,Orlando,FL,32839,Orange,28.493159,-81.405528,Condo,1973.0,1.0,1.0,756.0,,,9248.0,,,,,,,,{'fee': 315},
"3922-Crayrich-Cir,-Unit-C4,-Orlando,-FL-32839","3922 Crayrich Cir, Unit C4, Orlando, FL 32839",3922 Crayrich Cir,Unit C4,Orlando,FL,32839,Orange,28.503166,-81.407471,Single Family,1974.0,2.0,2.5,1211.0,,,,,,,,,,,,
"1827-Warringwood-Dr,-Unit-C6,-Orlando,-FL-32839","1827 Warringwood Dr, Unit C6, Orlando, FL 32839",1827 Warringwood Dr,Unit C6,Orlando,FL,32839,Orange County,28.501606,-81.409194,Condo,,2.0,1.5,762.0,,,,,,,,,,,,
"1101-Hall-Ln,-Orlando,-FL-32839","1101 Hall Ln, Orlando, FL 32839",1101 Hall Ln,,Orlando,FL,32839,Orange,28.484162,-81.391663,Single Family,1968.0,4.0,3.0,1969.0,14-23-29-4528-02-010,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",17999.0,LAKE JESSAMINE SHORES R/41 LOT 1 BLK B,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 92519}, '2021': {'year': 2021, 'value': 95972}, '2022': {'year': 2022, 'value': 103851}, '2023': {'year': 2023, 'value': 106967}}","{'2019': {'year': 2019, 'total': 1125}, '2022': {'year': 2022, 'total': 1292}, '2023': {'year': 2023, 'total': 1368}}","{'names': ['Robert J Sobol', 'CONNIE E SOBOL', 'Freeman T Watson', 'STACY A WATSON'], 'mailingAddress': {'id': '1101-Hall-Ln,-Orlando,-FL-32839', 'formattedAddress': '1101 Hall Ln, Orlando, FL 32839', 'addressLine1': '1101 Hall Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"1125-Hall-Ln,-Orlando,-FL-32839","1125 Hall Ln, Orlando, FL 32839",1125 Hall Ln,,Orlando,FL,32839,Orange,28.484165,-81.392911,Single Family,1957.0,4.0,2.0,2465.0,14-23-29-4528-02-060,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Roll Composition', 'unitCount': 1}",22517.0,LAKE JESSAMINE SHORES R/41 LOTS 6 & 7 BLK B,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 116091}, '2020': {'year': 2020, 'value': 118761}, '2021': {'year': 2021, 'value': 120424}, '2022': {'year': 2022, 'value': 298427, 'land': 96000, 'improvements': 202427}, '2023': {'year': 2023, 'value': 307380}}","{'2019': {'year': 2019, 'total': 1522}, '2020': {'year': 2020, 'total': 1558}, '2022': {'year': 2022, 'total': 4439}, '2023': {'year': 2023, 'total': 4598}}","{'names': ['Carmen R Colona', 'PRESTON W COLONA'], 'mailingAddress': {'id': '1125-Hall-Ln,-Orlando,-FL-32839', 'formattedAddress': '1125 Hall Ln, Orlando, FL 32839', 'addressLine1': '1125 Hall Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"1124-Hall-Ln,-Orlando,-FL-32839","1124 Hall Ln, Orlando, FL 32839",1124 Hall Ln,,Orlando,FL,32839,Orange,28.483598,-81.393013,Single Family,1955.0,3.0,2.0,1742.0,14-23-29-4528-03-060,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Composition', 'unitCount': 1}",15759.0,LAKE JESSAMINE SHORES R/41 LOT 6 & E1/2 OF LOT 7 BLK C,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 66517}, '2020': {'year': 2020, 'value': 68047}, '2021': {'year': 2021, 'value': 69000}, '2022': {'year': 2022, 'value': 71070}, '2023': {'year': 2023, 'value': 73202}}","{'2019': {'year': 2019, 'total': 761}, '2020': {'year': 2020, 'total': 775}, '2022': {'year': 2022, 'total': 792}, '2023': {'year': 2023, 'total': 761}}","{'names': ['Jacqueline E Davenport'], 'mailingAddress': {'id': '1124-Hall-Ln,-Orlando,-FL-32839', 'formattedAddress': '1124 Hall Ln, Orlando, FL 32839', 'addressLine1': '1124 Hall Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"1106-Largo-Dr,-Orlando,-FL-32839","1106 Largo Dr, Orlando, FL 32839",1106 Largo Dr,,Orlando,FL,32839,Orange,28.482689,-81.392484,Single Family,1955.0,3.0,1.0,1146.0,14-23-29-4528-04-020,"{'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Convection', 'roofType': 'Roll Composition', 'unitCount': 1}",9000.0,LAKE JESSAMINE SHORES R/41 LOT 2 (LESS S 20 FT) BLK D,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 56752}, '2020': {'year': 2020, 'value': 58057}, '2022': {'year': 2022, 'value': 60636}, '2023': {'year': 2023, 'value': 62455}}","{'2019': {'year': 2019, 'total': 700}, '2020': {'year': 2020, 'total': 715}, '2022': {'year': 2022, 'total': 733}, '2023': {'year': 2023, 'total': 773}}","{'names': ['Frank B Henry', 'Laurence D Henry'], 'mailingAddress': {'id': '1106-Largo-Dr,-Orlando,-FL-32839', 'formattedAddress': '1106 Largo Dr, Orlando, FL 32839', 'addressLine1': '1106 Largo Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"5345-Lake-Jessamine-Dr,-Orlando,-FL-32839","5345 Lake Jessamine Dr, Orlando, FL 32839",5345 Lake Jessamine Dr,,Orlando,FL,32839,Orange,28.483091,-81.389893,Single Family,2017.0,4.0,5.0,3908.0,14-23-29-4528-01-050,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",111883.0,LAKE JESSAMINE SHORES R/41 LOT 5 & N 25 FT OF LOT 6 BLK A,LAKE JESSAMINE SHORES,R-1AA,"{'2019': {'year': 2019, 'value': 175500, 'land': 175000, 'improvements': 500}, '2022': {'year': 2022, 'value': 764914}}","{'2019': {'year': 2019, 'total': 2556}, '2022': {'year': 2022, 'total': 11983}}","{'names': ['LAVINIA NETANE-THOMSON TRUST'], 'mailingAddress': {'id': '5345-Lake-Jessamine-Dr,-Orlando,-FL-32839', 'addressLine1': '5345 Lake Jessamine Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"1109-Largo-Dr,-Orlando,-FL-32839","1109 Largo Dr, Orlando, FL 32839",1109 Largo Dr,,Orlando,FL,32839,Orange,28.483202,-81.392475,Single Family,1951.0,3.0,1.0,1354.0,14-23-29-4528-03-250,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",10517.0,LAKE JESSAMINE SHORES R/41 LOT 25 BLK C,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 138347, 'land': 60000, 'improvements': 78347}, '2020': {'year': 2020, 'value': 165156, 'land': 70000, 'improvements': 95156}, '2021': {'year': 2021, 'value': 159855, 'land': 75000, 'improvements': 84855}, '2022': {'year': 2022, 'value': 185599, 'land': 90000, 'improvements': 95599}, '2023': {'year': 2023, 'value': 202349, 'land': 90000, 'improvements': 112349}}","{'2019': {'year': 2019, 'total': 1872}, '2020': {'year': 2020, 'total': 2101}, '2022': {'year': 2022, 'total': 2332}, '2023': {'year': 2023, 'total': 2547}}","{'names': ['Sylvia J Shaw Baxter'], 'mailingAddress': {'id': '1500-E-Harding-St,-Orlando,-FL-32806', 'formattedAddress': '1500 E Harding St, Orlando, FL 32806', 'addressLine1': '1500 E Harding St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32806'}}",False,,
"1113-Hall-Ln,-Orlando,-FL-32839","1113 Hall Ln, Orlando, FL 32839",1113 Hall Ln,,Orlando,FL,32839,Orange,28.483865,-81.392312,,,,,,,,,,,,,,,,,
"5340-Lake-Jessamine-Dr,-Orlando,-FL-32839","5340 Lake Jessamine Dr, Orlando, FL 32839",5340 Lake Jessamine Dr,,Orlando,FL,32839,Orange,28.483594,-81.391683,Single Family,1973.0,3.0,3.0,2351.0,14-23-29-4528-03-010,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}",18967.0,LAKE JESSAMINE SHORES R/41 LOT 1 (LESS W 5 FT THEREOF) BLK C,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 115220}, '2020': {'year': 2020, 'value': 117870}, '2021': {'year': 2021, 'value': 119520}, '2022': {'year': 2022, 'value': 123106}}","{'2019': {'year': 2019, 'total': 1423}, '2020': {'year': 2020, 'total': 1460}, '2022': {'year': 2022, 'total': 1523}}","{'names': ['JAMES LEE ELLINGSWORTH'], 'mailingAddress': {'id': '5340-Lake-Jessamine-Dr,-Orlando,-FL-32839', 'addressLine1': '5340 Lake Jessamine Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"1120-Hall-Ln,-Orlando,-FL-32839","1120 Hall Ln, Orlando, FL 32839",1120 Hall Ln,,Orlando,FL,32839,Orange,28.483598,-81.392712,Single Family,1958.0,2.0,2.0,1212.0,14-23-29-4528-03-050,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Composition', 'unitCount': 1}",10505.0,LAKE JESSAMINE SHORES R/41 LOT 5 BLK C,LAKE JESSAMINE SHORES,R-1A,"{'2019': {'year': 2019, 'value': 59328}, '2020': {'year': 2020, 'value': 60693}, '2021': {'year': 2021, 'value': 61543}, '2022': {'year': 2022, 'value': 63389}, '2023': {'year': 2023, 'value': 65291}}","{'2019': {'year': 2019, 'total': 718}, '2020': {'year': 2020, 'total': 733}, '2022': {'year': 2022, 'total': 751}, '2023': {'year': 2023, 'total': 791}}","{'names': ['William Turner'], 'mailingAddress': {'id': '1120-Hall-Ln,-Orlando,-FL-32839', 'formattedAddress': '1120 Hall Ln, Orlando, FL 32839', 'addressLine1': '1120 Hall Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"2359-Huntington-Green-Ct,-Orlando,-FL-32839","2359 Huntington Green Ct, Orlando, FL 32839",2359 Huntington Green Ct,,Orlando,FL,32839,Orange,28.488608,-81.410552,Single Family,1974.0,3.0,2.5,1405.0,15-23-29-3798-14-060,{'unitCount': 65},,,,,,,,,,
"2345-Tom-Jones-St,-Unit-4,-Orlando,-FL-32839","2345 Tom Jones St, Unit 4, Orlando, FL 32839",2345 Tom Jones St,Unit 4,Orlando,FL,32839,Orange County,28.487383,-81.410296,Condo,,3.0,2.5,1216.0,,,,,,,,,,,,
"3403-Keota-Dr,-Orlando,-FL-32839","3403 Keota Dr, Orlando, FL 32839",3403 Keota Dr,,Orlando,FL,32839,Orange,28.507715,-81.410936,,,3.0,2.0,1152.0,,,,,,,,,,,,
"3919-Coronation-Ct,-Orlando,-FL-32839","3919 Coronation Ct, Orlando, FL 32839",3919 Coronation Ct,,Orlando,FL,32839,Orange,28.502899,-81.40551,Single Family,1975.0,3.0,2.5,1540.0,10-23-29-5298-01-020,{'unitCount': 30},,,,,,,,,,
"5301-Lazy-Oaks-Ln,-Orlando,-FL-32839","5301 Lazy Oaks Ln, Orlando, FL 32839",5301 Lazy Oaks Ln,,Orlando,FL,32839,Orange,28.489538,-81.385353,Single Family,1997.0,4.0,3.0,3543.0,14-23-29-9462-00-150,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 4, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}",21051.0,THE WOODS OF JESSAMINE 33/22 LOT 15,WOODS OF JESSAMINE,R-1AA,"{'2019': {'year': 2019, 'value': 312176}, '2020': {'year': 2020, 'value': 319356}, '2023': {'year': 2023, 'value': 344388}}","{'2019': {'year': 2019, 'total': 5207}, '2020': {'year': 2020, 'total': 5259}, '2023': {'year': 2023, 'total': 5577}}","{'names': ['Perley,tj Family Trust'], 'type': 'Individual', 'mailingAddress': {'id': '5301-Lazy-Oaks-Ln,-Orlando,-FL-32839', 'formattedAddress': '5301 Lazy Oaks Ln, Orlando, FL 32839', 'addressLine1': '5301 Lazy Oaks Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32839'}}",True,,
"5419-Lazy-Oaks-Ln,-Orlando,-FL-32839","5419 Lazy Oaks Ln, Orlando, FL 32839",5419 Lazy Oaks Ln,,Orlando,FL,32839,Orange,28.488958,-81.385477,,,,,,,,,,,,,,,,,
