id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,yearBuilt,bedrooms,bathrooms,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"4590-Saint-Brides-Ct,-Orlando,-FL-32812","4590 Saint Brides Ct, Orlando, FL 32812",4590 Saint Brides Ct,,Orlando,FL,32812,Orange,28.508855,-81.328756,Single Family,1983.0,4.0,2.0,1683.0,10890.0,08-23-30-0994-00-150,BRYN MAWR SOUTH 11/1 LOT 15,BRYN MAWR SOUTH,R-1AA/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1, 'poolType': 'Pool and Hot Tub / Spa'}","{'2019': {'year': 2019, 'value': 150342}, '2022': {'year': 2022, 'value': 160632}, '2023': {'year': 2023, 'value': 165451}, '2024': {'year': 2024, 'value': 170415}}","{'2020': {'year': 2020, 'total': 2225}, '2022': {'year': 2022, 'total': 2295}, '2023': {'year': 2023, 'total': 2293}, '2024': {'year': 2024, 'total': 2453}}","{'names': ['HARROLD FAMILY TRUST'], 'type': 'Organization', 'mailingAddress': {'id': '4590-Saint-Brides-Ct,-Orlando,-FL-32812', 'formattedAddress': '4590 Saint Brides Ct, Orlando, FL 32812', 'addressLine1': '4590 Saint Brides Ct', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3133-Golden-View-Ln,-Orlando,-FL-32812","3133 Golden View Ln, Orlando, FL 32812",3133 Golden View Ln,,Orlando,FL,32812,Orange,28.510159,-81.326353,Single Family,1984.0,2.0,2.0,1425.0,9755.0,04-23-30-0995-01-050,BRYN MAWR UNIT 3 11/95 LOT 105,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 168419}, '2022': {'year': 2022, 'value': 179946}, '2023': {'year': 2023, 'value': 185344}, '2024': {'year': 2024, 'value': 190904}}","{'2020': {'year': 2020, 'total': 2566}, '2022': {'year': 2022, 'total': 2643}, '2023': {'year': 2023, 'total': 2732}, '2024': {'year': 2024, 'total': 2890}}","{'names': ['Brian Price'], 'type': 'Individual', 'mailingAddress': {'id': '3133-Golden-View-Ln,-Orlando,-FL-32812', 'formattedAddress': '3133 Golden View Ln, Orlando, FL 32812', 'addressLine1': '3133 Golden View Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4760-S-Hampton-Dr,-Orlando,-FL-32812","4760 S Hampton Dr, Orlando, FL 32812",4760 S Hampton Dr,,Orlando,FL,32812,Orange,28.509356,-81.326143,Single Family,1983.0,2.0,1.0,1110.0,5768.0,04-23-30-0995-00-030,BRYN MAWR UNIT 3 11/95 LOT 3,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 110800}, '2022': {'year': 2022, 'value': 118383}, '2023': {'year': 2023, 'value': 121934}, '2024': {'year': 2024, 'value': 125592}}","{'2020': {'year': 2020, 'total': 1461}, '2022': {'year': 2022, 'total': 1515}, '2023': {'year': 2023, 'total': 1574}, '2024': {'year': 2024, 'total': 1680}}","{'names': ['Joseph E Mitchell', 'Tracy Darlene Mitchell', 'Joseph Edward Mitchell'], 'type': 'Individual', 'mailingAddress': {'id': '4760-S-Hampton-Dr,-Orlando,-FL-32812', 'formattedAddress': '4760 S Hampton Dr, Orlando, FL 32812', 'addressLine1': '4760 S Hampton Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3044-Golden-View-Ln,-Orlando,-FL-32812","3044 Golden View Ln, Orlando, FL 32812",3044 Golden View Ln,,Orlando,FL,32812,Orange,28.511628,-81.326652,Single Family,1983.0,3.0,2.0,1980.0,5000.0,04-23-30-0995-00-920,BRYN MAWR UNIT 3 11/95 LOT 92,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 139588}, '2022': {'year': 2022, 'value': 149142}}","{'2020': {'year': 2020, 'total': 2016}, '2022': {'year': 2022, 'total': 2081}}","{'names': ['HEUSTED DAVID A', 'DELGADO MARIBEL'], 'mailingAddress': {'id': '3044-Golden-View-Ln,-Orlando,-FL-32812', 'addressLine1': '3044 Golden View Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3301-W-Saint-Brides-Cir,-Orlando,-FL-32812","3301 W Saint Brides Cir, Orlando, FL 32812",3301 W Saint Brides Cir,,Orlando,FL,32812,Orange,28.507986,-81.328115,Single Family,1982.0,3.0,2.0,1858.0,11528.0,08-23-30-0994-00-250,BRYN MAWR SOUTH 11/1 LOT 25,BRYN MAWR SOUTH,R-1AA/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 242083, 'land': 75000, 'improvements': 167083}, '2022': {'year': 2022, 'value': 258652}}","{'2020': {'year': 2020, 'total': 3975}, '2022': {'year': 2022, 'total': 4080}}","{'names': [""BRIAN W O'NEILL""], 'mailingAddress': {'id': '3301-W-Saint-Brides-Cir,-Orlando,-FL-32812', 'addressLine1': '3301 W Saint Brides Cir', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4564-Saint-Brides-Ct,-Orlando,-FL-32812","4564 Saint Brides Ct, Orlando, FL 32812",4564 Saint Brides Ct,,Orlando,FL,32812,Orange,28.508603,-81.328915,Single Family,1983.0,4.0,2.0,1765.0,11223.0,08-23-30-0994-00-130,BRYN MAWR SOUTH 11/1 LOT 13,BRYN MAWR SOUTH,R-1AA/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 160068}}","{'2020': {'year': 2020, 'total': 2419}}","{'names': ['ROBERT R SEGAL'], 'mailingAddress': {'id': '4564-Saint-Brides-Ct,-Orlando,-FL-32812', 'addressLine1': '4564 Saint Brides Ct', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3113-Golden-View-Ln,-Orlando,-FL-32812","3113 Golden View Ln, Orlando, FL 32812",3113 Golden View Ln,,Orlando,FL,32812,Orange,28.510514,-81.326156,Single Family,1983.0,2.0,2.0,1393.0,6294.0,04-23-30-0995-01-070,BRYN MAWR UNIT 3 11/95 LOT 107,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 114528}, '2024': {'year': 2024, 'value': 129818}}","{'2020': {'year': 2020, 'total': 1541}, '2024': {'year': 2024, 'total': 1778}}","{'names': ['ROSEMARY BUNTING COPPLE', 'ROSEMARY BUNTING COPPLE REV LIVING'], 'type': 'Organization', 'mailingAddress': {'id': '3113-Golden-View-Ln,-Orlando,-FL-32812', 'formattedAddress': '3113 Golden View Ln, Orlando, FL 32812', 'addressLine1': '3113 Golden View Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4601-Saint-Brides-Ct,-Orlando,-FL-32812","4601 Saint Brides Ct, Orlando, FL 32812",4601 Saint Brides Ct,,Orlando,FL,32812,Orange,28.509262,-81.32826,Single Family,1982.0,4.0,2.0,1724.0,12781.0,08-23-30-0994-00-010,BRYN MAWR SOUTH 11/1 LOT 1,BRYN MAWR SOUTH,R-1AA/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 141876}}","{'2020': {'year': 2020, 'total': 2074}}","{'names': ['CAPUS C PURISIMO'], 'mailingAddress': {'id': '4601-Saint-Brides-Ct,-Orlando,-FL-32812', 'addressLine1': '4601 Saint Brides Ct', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4645-S-Hampton-Dr,-Orlando,-FL-32812","4645 S Hampton Dr, Orlando, FL 32812",4645 S Hampton Dr,,Orlando,FL,32812,Orange,28.51004,-81.327156,Single Family,1983.0,2.0,1.0,1110.0,5002.0,04-23-30-0995-00-420,7834/4173 RECORDED W/OUT LEGAL DESC-BRYN MAWR UNIT 3 11/95 LOT 42,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 104923}}","{'2020': {'year': 2020, 'total': 1354}}","{'names': ['STEPHANIE HOSIE'], 'mailingAddress': {'id': '4645-S-Hampton-Dr,-Orlando,-FL-32812', 'addressLine1': '4645 S Hampton Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4580-Saint-Brides-Ct,-Orlando,-FL-32812","4580 Saint Brides Ct, Orlando, FL 32812",4580 Saint Brides Ct,,Orlando,FL,32812,Orange,28.508945,-81.329049,Single Family,1982.0,3.0,2.0,1532.0,13945.0,08-23-30-0994-00-140,BRYN MAWR SOUTH 11/1 LOT 14,BRYN MAWR SOUTH,R-1AA/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 165279}, '2020': {'year': 2020, 'value': 169080}}","{'2019': {'year': 2019, 'total': 2484}}","{'names': ['JOHN C HESS'], 'mailingAddress': {'id': '4580-Saint-Brides-Ct,-Orlando,-FL-32812', 'addressLine1': '4580 Saint Brides Ct', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4582-S-Hampton-Dr,-Orlando,-FL-32812","4582 S Hampton Dr, Orlando, FL 32812",4582 S Hampton Dr,,Orlando,FL,32812,Orange,28.509932,-81.328361,Single Family,1983.0,3.0,2.0,1453.0,7022.0,04-23-30-0995-00-160,BRYN MAWR UNIT 3 11/95 LOT 16,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 141582}, '2024': {'year': 2024, 'value': 160484}}","{'2020': {'year': 2020, 'total': 2068}, '2024': {'year': 2024, 'total': 2364}}","{'names': ['MARJORIE J MCPHERSON LIVING TRUST'], 'type': 'Organization', 'mailingAddress': {'id': '4582-S-Hampton-Dr,-Orlando,-FL-32812', 'formattedAddress': '4582 S Hampton Dr, Orlando, FL 32812', 'addressLine1': '4582 S Hampton Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3130-Bridgehampton-Ln,-Orlando,-FL-32812","3130 Bridgehampton Ln, Orlando, FL 32812",3130 Bridgehampton Ln,,Orlando,FL,32812,Orange,28.510257,-81.325933,Single Family,1983.0,2.0,2.0,1225.0,5121.0,04-23-30-0995-00-540,BRYN MAWR UNIT 3 11/95 LOT 54,BRYN MAWR UT 3,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 113152}}","{'2020': {'year': 2020, 'total': 1514}}","{'names': ['KENNETH M OBRIEN'], 'mailingAddress': {'id': '3130-Bridgehampton-Ln,-Orlando,-FL-32812', 'addressLine1': '3130 Bridgehampton Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5440-E-Michigan-St,-Apt-4,-Orlando,-FL-32812","5440 E Michigan St, Apt 4, Orlando, FL 32812",5440 E Michigan St,Apt 4,Orlando,FL,32812,Orange,28.513232,-81.314755,Condo,1990.0,3.0,2.0,1099.0,8033.0,,,,,,,,,,
"5535-Gatlin-Ave-Apt-C,-Orlando,-FL-32812","5535 Gatlin Ave Apt C, Orlando, FL 32812",5535 Gatlin Ave Apt C,,Orlando,FL,32812,Orange,28.496246,-81.313993,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-C,-Orlando,-FL-32812","5553 Gatlin Ave Apt C, Orlando, FL 32812",5553 Gatlin Ave Apt C,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-K,-Orlando,-FL-32812","5547 Gatlin Ave Apt K, Orlando, FL 32812",5547 Gatlin Ave Apt K,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5537-Gatlin-Ave-Apt-A,-Orlando,-FL-32812","5537 Gatlin Ave Apt A, Orlando, FL 32812",5537 Gatlin Ave Apt A,,Orlando,FL,32812,Orange,28.496244,-81.313769,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-C,-Orlando,-FL-32812","5541 Gatlin Ave Apt C, Orlando, FL 32812",5541 Gatlin Ave Apt C,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-G,-Orlando,-FL-32812","5547 Gatlin Ave Apt G, Orlando, FL 32812",5547 Gatlin Ave Apt G,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-D,-Orlando,-FL-32812","5619 Gatlin Ave Apt D, Orlando, FL 32812",5619 Gatlin Ave Apt D,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-F,-Orlando,-FL-32812","5547 Gatlin Ave Apt F, Orlando, FL 32812",5547 Gatlin Ave Apt F,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-F,-Orlando,-FL-32812","5541 Gatlin Ave Apt F, Orlando, FL 32812",5541 Gatlin Ave Apt F,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5537-Gatlin-Ave-Apt-C,-Orlando,-FL-32812","5537 Gatlin Ave Apt C, Orlando, FL 32812",5537 Gatlin Ave Apt C,,Orlando,FL,32812,Orange,28.496244,-81.313769,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-G,-Orlando,-FL-32812","5541 Gatlin Ave Apt G, Orlando, FL 32812",5541 Gatlin Ave Apt G,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-L,-Orlando,-FL-32812","5547 Gatlin Ave Apt L, Orlando, FL 32812",5547 Gatlin Ave Apt L,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-G,-Orlando,-FL-32812","5553 Gatlin Ave Apt G, Orlando, FL 32812",5553 Gatlin Ave Apt G,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-B,-Orlando,-FL-32812","5541 Gatlin Ave Apt B, Orlando, FL 32812",5541 Gatlin Ave Apt B,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-C,-Orlando,-FL-32812","5547 Gatlin Ave Apt C, Orlando, FL 32812",5547 Gatlin Ave Apt C,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-C,-Orlando,-FL-32812","5619 Gatlin Ave Apt C, Orlando, FL 32812",5619 Gatlin Ave Apt C,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-D,-Orlando,-FL-32812","5553 Gatlin Ave Apt D, Orlando, FL 32812",5553 Gatlin Ave Apt D,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-F,-Orlando,-FL-32812","5619 Gatlin Ave Apt F, Orlando, FL 32812",5619 Gatlin Ave Apt F,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5537-Gatlin-Ave-Apt-B,-Orlando,-FL-32812","5537 Gatlin Ave Apt B, Orlando, FL 32812",5537 Gatlin Ave Apt B,,Orlando,FL,32812,Orange,28.496244,-81.313769,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-G,-Orlando,-FL-32812","5619 Gatlin Ave Apt G, Orlando, FL 32812",5619 Gatlin Ave Apt G,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-H,-Orlando,-FL-32812","5619 Gatlin Ave Apt H, Orlando, FL 32812",5619 Gatlin Ave Apt H,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-H,-Orlando,-FL-32812","5547 Gatlin Ave Apt H, Orlando, FL 32812",5547 Gatlin Ave Apt H,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5535-Gatlin-Ave-Apt-B,-Orlando,-FL-32812","5535 Gatlin Ave Apt B, Orlando, FL 32812",5535 Gatlin Ave Apt B,,Orlando,FL,32812,Orange,28.496246,-81.313993,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-B,-Orlando,-FL-32812","5547 Gatlin Ave Apt B, Orlando, FL 32812",5547 Gatlin Ave Apt B,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-H,-Orlando,-FL-32812","5553 Gatlin Ave Apt H, Orlando, FL 32812",5553 Gatlin Ave Apt H,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-B,-Orlando,-FL-32812","5619 Gatlin Ave Apt B, Orlando, FL 32812",5619 Gatlin Ave Apt B,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-J,-Orlando,-FL-32812","5547 Gatlin Ave Apt J, Orlando, FL 32812",5547 Gatlin Ave Apt J,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-B,-Orlando,-FL-32812","5553 Gatlin Ave Apt B, Orlando, FL 32812",5553 Gatlin Ave Apt B,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-E,-Orlando,-FL-32812","5541 Gatlin Ave Apt E, Orlando, FL 32812",5541 Gatlin Ave Apt E,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"4504-Summergrove-Ave,-Orlando,-FL-32812","4504 Summergrove Ave, Orlando, FL 32812",4504 Summergrove Ave,,Orlando,FL,32812,Orange,28.498442,-81.314007,Condo,1984.0,2.0,2.0,1124.0,2641.0,09-23-30-8200-00-020,SOUTHERN VILLAS 11/114 LOT 2,SOUTHERN VILLAS,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 64459}}","{'2020': {'year': 2020, 'total': 653}}","{'names': ['JACK B FOWLER'], 'mailingAddress': {'id': '4504-Summergrove-Ave,-Orlando,-FL-32812', 'addressLine1': '4504 Summergrove Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5547-Gatlin-Ave-Apt-D,-Orlando,-FL-32812","5547 Gatlin Ave Apt D, Orlando, FL 32812",5547 Gatlin Ave Apt D,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-E,-Orlando,-FL-32812","5619 Gatlin Ave Apt E, Orlando, FL 32812",5619 Gatlin Ave Apt E,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-D,-Orlando,-FL-32812","5541 Gatlin Ave Apt D, Orlando, FL 32812",5541 Gatlin Ave Apt D,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-H,-Orlando,-FL-32812","5541 Gatlin Ave Apt H, Orlando, FL 32812",5541 Gatlin Ave Apt H,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5619-Gatlin-Ave-Apt-A,-Orlando,-FL-32812","5619 Gatlin Ave Apt A, Orlando, FL 32812",5619 Gatlin Ave Apt A,,Orlando,FL,32812,Orange,28.496225,-81.312418,,,,,,,,,,,,,,,,
"5541-Bellewood-St,-Orlando,-FL-32812","5541 Bellewood St, Orlando, FL 32812",5541 Bellewood St,,Orlando,FL,32812,Orange,28.49827,-81.313257,Single Family,1984.0,2.0,2.0,1403.0,2396.0,09-23-30-8200-00-670,SOUTHERN VILLAS 11/114 LOT 67,SOUTHERN VILLAS,R-3B/AN,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 167137, 'land': 35000, 'improvements': 132137}, '2022': {'year': 2022, 'value': 186693, 'land': 55000, 'improvements': 131693}}","{'2020': {'year': 2020, 'total': 3227}, '2022': {'year': 2022, 'total': 3462}}","{'names': ['DIONISIO O ASPIRAS', 'CATHERINE O SPIELVOGEL', 'CATHERINE O ASPIRAS'], 'mailingAddress': {'id': '5541-Bellewood-St,-Orlando,-FL-32812', 'addressLine1': '5541 Bellewood St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"5535-Gatlin-Ave-Apt-A,-Orlando,-FL-32812","5535 Gatlin Ave Apt A, Orlando, FL 32812",5535 Gatlin Ave Apt A,,Orlando,FL,32812,Orange,28.496246,-81.313993,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-A,-Orlando,-FL-32812","5553 Gatlin Ave Apt A, Orlando, FL 32812",5553 Gatlin Ave Apt A,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-F,-Orlando,-FL-32812","5553 Gatlin Ave Apt F, Orlando, FL 32812",5553 Gatlin Ave Apt F,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"4565-Summergrove-Ave,-Orlando,-FL-32812","4565 Summergrove Ave, Orlando, FL 32812",4565 Summergrove Ave,,Orlando,FL,32812,Orange,28.497451,-81.313464,,,,,,,,,,,,,,,,
"5541-Gatlin-Ave-Apt-A,-Orlando,-FL-32812","5541 Gatlin Ave Apt A, Orlando, FL 32812",5541 Gatlin Ave Apt A,,Orlando,FL,32812,Orange,28.496239,-81.313451,,,,,,,,,,,,,,,,
"5553-Gatlin-Ave-Apt-E,-Orlando,-FL-32812","5553 Gatlin Ave Apt E, Orlando, FL 32812",5553 Gatlin Ave Apt E,,Orlando,FL,32812,Orange,28.496273,-81.312994,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-A,-Orlando,-FL-32812","5547 Gatlin Ave Apt A, Orlando, FL 32812",5547 Gatlin Ave Apt A,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"5547-Gatlin-Ave-Apt-E,-Orlando,-FL-32812","5547 Gatlin Ave Apt E, Orlando, FL 32812",5547 Gatlin Ave Apt E,,Orlando,FL,32812,Orange,28.496245,-81.313451,,,,,,,,,,,,,,,,
"3300-Windy-Wood-Dr,-Orlando,-FL-32812","3300 Windy Wood Dr, Orlando, FL 32812",3300 Windy Wood Dr,,Orlando,FL,32812,Orange,28.509815,-81.321453,Single Family,1990.0,4.0,3.0,2303.0,5250.0,04-23-30-1004-00-840,BRYN MAWR UNIT 5 PHASE 2 14/89 LOT 84,BRYN MAWR UT 5 PH 2,PD/AN,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2020': {'year': 2020, 'value': 272327, 'land': 65000, 'improvements': 207327}, '2022': {'year': 2022, 'value': 357901, 'land': 90000, 'improvements': 267901}, '2023': {'year': 2023, 'value': 408742, 'land': 90000, 'improvements': 318742}, '2024': {'year': 2024, 'value': 434424, 'land': 90000, 'improvements': 344424}}","{'2020': {'year': 2020, 'total': 5165}, '2022': {'year': 2022, 'total': 6216}, '2023': {'year': 2023, 'total': 6901}, '2024': {'year': 2024, 'total': 7536}}","{'names': ['AMH 2014-1 BORROWER LLC'], 'mailingAddress': {'id': '23975-Park,-SORRENTO-STE-300,-Calabasas,-CA-91302', 'formattedAddress': '23975 Park, SORRENTO STE 300, Calabasas, CA 91302', 'addressLine1': '23975 Park', 'addressLine2': 'SORRENTO STE 300', 'city': 'Calabasas', 'state': 'CA', 'zipCode': '91302'}}",False,
