id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,yearBuilt,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"235-Detmar-Dr,-Winter-Park,-FL-32789","235 Detmar Dr, Winter Park, FL 32789",235 Detmar Dr,,Winter Park,FL,32789,Orange,28.59874,-81.340528,Single Family,,,1999.0,390.0,7017.0,05-22-30-2050-00-112,DETMAR TERRACE WINTER PARK Y/13 THE S 40 FT OF LOT 11,DETMAR TERRACE,R-1AA,"{'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Composition Shingle'}","{'2021': {'year': 2021, 'value': 145290, 'land': 75000, 'improvements': 70290}}","{'2021': {'year': 2021, 'total': 1788}}","{'names': ['WILLIAM S POWELL'], 'mailingAddress': {'id': '231-Detmar-Dr,-Winter-Park,-FL-32789', 'addressLine1': '231 Detmar Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
"161-Trismen-Ter,-Winter-Park,-FL-32789","161 Trismen Ter, Winter Park, FL 32789",161 Trismen Ter,,Winter Park,FL,32789,Orange,28.597727,-81.341675,Single Family,4.0,4.0,1952.0,3840.0,33253.0,05-22-30-6472-06-030,OSCEOLA SHORES SECTION 1 S/10 LOT 3 BLK F,OSCEOLA SHORES SEC 1,R-1AAA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 752137}}","{'2021': {'year': 2021, 'total': 11243}}","{'names': ['ALBERT J BOGDANOWITSCH'], 'mailingAddress': {'id': '161-Trismen-Ter,-Winter-Park,-FL-32789', 'addressLine1': '161 Trismen Ter', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"231-Detmar-Dr,-Winter-Park,-FL-32789","231 Detmar Dr, Winter Park, FL 32789",231 Detmar Dr,,Winter Park,FL,32789,Orange,28.598538,-81.340478,Single Family,4.0,3.0,1999.0,4172.0,16473.0,05-22-30-2050-00-120,DETMAR TERRACE WINTER PARK Y/13 LOT 12,DETMAR TERRACE,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 684733}}","{'2021': {'year': 2021, 'total': 10179}}","{'names': ['WILLIAM SCOTT POWELL'], 'mailingAddress': {'id': '231-Detmar-Dr,-Winter-Park,-FL-32789', 'addressLine1': '231 Detmar Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"439-Seymour-Ave,-Winter-Park,-FL-32789","439 Seymour Ave, Winter Park, FL 32789",439 Seymour Ave,,Winter Park,FL,32789,Orange,28.600202,-81.341107,Single Family,2.0,2.0,1953.0,2597.0,13995.0,05-22-30-6476-02-070,OSCEOLA SHORES SECTION 3 S/87 LOT 7 BLK B,OSCEOLA SHORES SEC 3,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 723342, 'land': 515000, 'improvements': 208342}}","{'2021': {'year': 2021, 'total': 11140}}","{'names': ['WILLIAM TIMOTHY HILL'], 'mailingAddress': {'id': '201-4th-Ave-N,-Nashville,-TN-37219', 'addressLine1': '201 4th Ave N', 'addressLine2': None, 'city': 'Nashville', 'state': 'TN', 'zipCode': '37219'}}",False,
"277-Trismen-Ter,-Winter-Park,-FL-32789","277 Trismen Ter, Winter Park, FL 32789",277 Trismen Ter,,Winter Park,FL,32789,Orange,28.599598,-81.342256,Single Family,5.0,6.0,1957.0,4590.0,,052230647601170,,,,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Concrete Tile', 'unitCount': 1}",,,,,
"240-Trismen-Ter,-Winter-Park,-FL-32789","240 Trismen Ter, Winter Park, FL 32789",240 Trismen Ter,,Winter Park,FL,32789,Orange County,28.598916,-81.342487,Single Family,8.0,8.0,1901.0,9565.0,74052.0,05-22-30-0896-00-005,E H BREWER D/3 FROM A POINT 254.4 FT S OF SE COR OF LOT 16 OF LAKEVIEW AS PER DEED BOOK J/167 RUN W 465 FT TH S 112.72 FT TO,BREWER E H PLAT,R-1AAA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Tile', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 1591156}}","{'2021': {'year': 2021, 'total': 24476}}","{'names': ['ROY M AMBINDER'], 'mailingAddress': {'id': '240-Trismen-Ter,-Winter-Park,-FL-32789', 'addressLine1': '240 Trismen Ter', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"468-Lakewood-Dr,-Winter-Park,-FL-32789","468 Lakewood Dr, Winter Park, FL 32789",468 Lakewood Dr,,Winter Park,FL,32789,Orange,28.600692,-81.340052,Single Family,4.0,2.0,1954.0,2096.0,14554.0,05-22-30-6474-02-030,OSCEOLA SHORES SECTION 2 S/31 LOT 3 BLK B,OSCEOLA SHORES SEC 2,R-1AA,"{'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Built-up', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 308157}}","{'2021': {'year': 2021, 'total': 4240}}","{'names': ['DAVID ROARK'], 'mailingAddress': {'id': '468-Lakewood-Dr,-Winter-Park,-FL-32789', 'addressLine1': '468 Lakewood Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"913-Osceola-Ave,-Winter-Park,-FL-32789","913 Osceola Ave, Winter Park, FL 32789",913 Osceola Ave,,Winter Park,FL,32789,Orange,28.597339,-81.340183,Single Family,3.0,3.0,1958.0,2430.0,31889.0,05-22-30-0896-00-002,E H BREWER D/3 LOTS E AND F & (OSCEOLA) LAKEVIEW DB J/167 LOT 41 DESC AS: BEG 1266 FT W & 41 FT S OF S1/4 COR SEC 5 22 30 RUN,BREWER E H PLAT,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 215746}}","{'2021': {'year': 2021, 'total': 2783}}","{'names': ['JOHN L SEWELL'], 'mailingAddress': {'id': '913-Osceola-Ave,-Winter-Park,-FL-32789', 'addressLine1': '913 Osceola Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"311-N-Knowles-Ave,-Apt-208,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 208, Winter Park, FL 32789",311 N Knowles Ave,Apt 208,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-203,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 203, Winter Park, FL 32789",300 N Knowles Ave,Apt 203,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-307,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 307, Winter Park, FL 32789",300 N Knowles Ave,Apt 307,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"316-N-Park-Ave,-Frnt,-Winter-Park,-FL-32789","316 N Park Ave, Frnt, Winter Park, FL 32789",316 N Park Ave,Frnt,Winter Park,FL,32789,Orange,28.599796,-81.350942,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-311,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 311, Winter Park, FL 32789",300 N Knowles Ave,Apt 311,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-101,-Winter-Park,-FL-32789","505 N Park Ave, Ste 101, Winter Park, FL 32789",505 N Park Ave,Ste 101,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-316,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 316, Winter Park, FL 32789",300 N Knowles Ave,Apt 316,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"312-N-Park-Ave-Ste-A,-Winter-Park,-FL-32789","312 N Park Ave Ste A, Winter Park, FL 32789",312 N Park Ave Ste A,,Winter Park,FL,32789,Orange,28.599735,-81.350955,,,,,,,,,,,,,,,,
"303-N-Interlachen-Ave,-Winter-Park,-FL-32789","303 N Interlachen Ave, Winter Park, FL 32789",303 N Interlachen Ave,,Winter Park,FL,32789,Orange,28.599698,-81.348689,,,,,,,,,,,,,,,,
"210-N-Park-Ave,-Winter-Park,-FL-32789","210 N Park Ave, Winter Park, FL 32789",210 N Park Ave,,Winter Park,FL,32789,Orange,28.598968,-81.350736,,,,,,,,,,,,,,,,
"342-N-Park-Ave,-Winter-Park,-FL-32789","342 N Park Ave, Winter Park, FL 32789",342 N Park Ave,,Winter Park,FL,32789,Orange,28.600188,-81.351057,,,,,,,,,,,,,,,,
"332-N-Park-Ave,-Winter-Park,-FL-32789","332 N Park Ave, Winter Park, FL 32789",332 N Park Ave,,Winter Park,FL,32789,Orange,28.600115,-81.351056,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-216,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 216, Winter Park, FL 32789",300 N Knowles Ave,Apt 216,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-106,-Winter-Park,-FL-32789","329 N Park Ave, Ste 106, Winter Park, FL 32789",329 N Park Ave,Ste 106,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"326-N-Park-Ave,-Winter-Park,-FL-32789","326 N Park Ave, Winter Park, FL 32789",326 N Park Ave,,Winter Park,FL,32789,Orange,28.599986,-81.350931,Single Family,5.0,3.0,1973.0,2638.0,,062230669402070,PARK NORTH 1/133 LOT 7 BLK B,PARK NORTH,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block / Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 364524}}","{'2018': {'year': 2018, 'total': 5381}}","{'names': ['ANASTASIA B WILHELM'], 'mailingAddress': {'id': '326-Park-North-Ct,-Winter-Park,-FL-32789', 'addressLine1': '326 Park North Ct', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"346-N-Park-Ave,-Winter-Park,-FL-32789","346 N Park Ave, Winter Park, FL 32789",346 N Park Ave,,Winter Park,FL,32789,Orange,28.600201,-81.350975,,,,,,,,,,,,,,,,
"357-N-Knowles-Ave,-Winter-Park,-FL-32789","357 N Knowles Ave, Winter Park, FL 32789",357 N Knowles Ave,,Winter Park,FL,32789,Orange,28.60031,-81.350377,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-305,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 305, Winter Park, FL 32789",300 N Knowles Ave,Apt 305,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-312,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 312, Winter Park, FL 32789",300 N Knowles Ave,Apt 312,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-101,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 101, Winter Park, FL 32789",300 N Knowles Ave,Apt 101,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-304,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 304, Winter Park, FL 32789",311 N Knowles Ave,Apt 304,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Fl-2,-Winter-Park,-FL-32789","329 N Park Ave, Fl 2, Winter Park, FL 32789",329 N Park Ave,Fl 2,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"180-N-Park-Ave,-Ste-203,-Winter-Park,-FL-32789","180 N Park Ave, Ste 203, Winter Park, FL 32789",180 N Park Ave,Ste 203,Winter Park,FL,32789,Orange,28.598501,-81.350736,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-408,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 408, Winter Park, FL 32789",300 N Knowles Ave,Apt 408,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-211,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 211, Winter Park, FL 32789",300 N Knowles Ave,Apt 211,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-E,-Winter-Park,-FL-32789","228 N Park Ave Ste E, Winter Park, FL 32789",228 N Park Ave Ste E,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-306,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 306, Winter Park, FL 32789",300 N Knowles Ave,Apt 306,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-402,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 402, Winter Park, FL 32789",311 N Knowles Ave,Apt 402,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-350,-Winter-Park,-FL-32789","329 N Park Ave, Ste 350, Winter Park, FL 32789",329 N Park Ave,Ste 350,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-F,-Winter-Park,-FL-32789","328 N Park Ave Ste F, Winter Park, FL 32789",328 N Park Ave Ste F,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"348-N-Park-Ave,-Ste-2,-Winter-Park,-FL-32789","348 N Park Ave, Ste 2, Winter Park, FL 32789",348 N Park Ave,Ste 2,Winter Park,FL,32789,Orange,28.600228,-81.351057,,,,,,,,,,,,,,,,
"328-N-Park-Ave-Ste-C,-Winter-Park,-FL-32789","328 N Park Ave Ste C, Winter Park, FL 32789",328 N Park Ave Ste C,,Winter Park,FL,32789,Orange,28.599958,-81.350883,,,,,,,,,,,,,,,,
"228-N-Park-Ave-Ste-F,-Winter-Park,-FL-32789","228 N Park Ave Ste F, Winter Park, FL 32789",228 N Park Ave Ste F,,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"252-N-Park-Ave,-Winter-Park,-FL-32789","252 N Park Ave, Winter Park, FL 32789",252 N Park Ave,,Winter Park,FL,32789,Orange,28.599502,-81.350974,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-215,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 215, Winter Park, FL 32789",300 N Knowles Ave,Apt 215,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-310,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 310, Winter Park, FL 32789",300 N Knowles Ave,Apt 310,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"288-N-Park-Ave,-Winter-Park,-FL-32789","288 N Park Ave, Winter Park, FL 32789",288 N Park Ave,,Winter Park,FL,32789,Orange,28.599556,-81.351045,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-419,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 419, Winter Park, FL 32789",300 N Knowles Ave,Apt 419,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-201,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 201, Winter Park, FL 32789",311 N Knowles Ave,Apt 201,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-417,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 417, Winter Park, FL 32789",300 N Knowles Ave,Apt 417,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-406,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 406, Winter Park, FL 32789",311 N Knowles Ave,Apt 406,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"316-N-Park-Ave,-Ste-2B,-Winter-Park,-FL-32789","316 N Park Ave, Ste 2B, Winter Park, FL 32789",316 N Park Ave,Ste 2B,Winter Park,FL,32789,Orange,28.599796,-81.350942,,,,,,,,,,,,,,,,
"200-E-Canton-Ave,-Ste-201,-Winter-Park,-FL-32789","200 E Canton Ave, Ste 201, Winter Park, FL 32789",200 E Canton Ave,Ste 201,Winter Park,FL,32789,Orange,28.600282,-81.350336,Condo,3.0,2.0,2014.0,2766.0,2772.0,06-22-30-6518-00-201,PALLADIO CONDOMINIUM 10584/9425 UNIT 201,PALLADIO CONDO,O-2,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2021': {'year': 2021, 'value': 737200, 'land': 147440, 'improvements': 589760}, '2023': {'year': 2023, 'value': 774100, 'land': 154820, 'improvements': 619280}, '2024': {'year': 2024, 'value': 774100, 'land': 154820, 'improvements': 619280}}","{'2021': {'year': 2021, 'total': 11627}, '2023': {'year': 2023, 'total': 12069}, '2024': {'year': 2024, 'total': 12118}}","{'names': ['FLORIDA CIS WP LLC'], 'type': 'Organization', 'mailingAddress': {'id': '200-E-Canton-Ave,-STE-102,-Winter-Park,-FL-32789', 'formattedAddress': '200 E Canton Ave, STE 102, Winter Park, FL 32789', 'addressLine1': '200 E Canton Ave', 'addressLine2': 'STE 102', 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"212-N-Park-Ave,-Winter-Park,-FL-32789","212 N Park Ave, Winter Park, FL 32789",212 N Park Ave,,Winter Park,FL,32789,Orange,28.598962,-81.351042,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-412,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 412, Winter Park, FL 32789",300 N Knowles Ave,Apt 412,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-410,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 410, Winter Park, FL 32789",300 N Knowles Ave,Apt 410,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"130-N-Park-Ave,-Winter-Park,-FL-32789","130 N Park Ave, Winter Park, FL 32789",130 N Park Ave,,Winter Park,FL,32789,Orange,28.598338,-81.350732,,,,,,,,,,,,,,,,
"309-N-Park-Ave,-Winter-Park,-FL-32789","309 N Park Ave, Winter Park, FL 32789",309 N Park Ave,,Winter Park,FL,32789,Orange,28.599944,-81.351187,,,,,,,,,,,,,,,,
"141-Lincoln-Ave,-Winter-Park,-FL-32789","141 Lincoln Ave, Winter Park, FL 32789",141 Lincoln Ave,,Winter Park,FL,32789,Orange,28.598757,-81.350626,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-407,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 407, Winter Park, FL 32789",300 N Knowles Ave,Apt 407,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"218-N-Park-Ave,-Winter-Park,-FL-32789","218 N Park Ave, Winter Park, FL 32789",218 N Park Ave,,Winter Park,FL,32789,Orange,28.599226,-81.351043,,,,,,,,,,,,,,,,
"301-N-Park-Ave-Ste-C,-Winter-Park,-FL-32789","301 N Park Ave Ste C, Winter Park, FL 32789",301 N Park Ave Ste C,,Winter Park,FL,32789,Orange,28.599604,-81.351047,,,,,,,,,,,,,,,,
"339-N-Park-Ave,-Winter-Park,-FL-32789","339 N Park Ave, Winter Park, FL 32789",339 N Park Ave,,Winter Park,FL,32789,Orange,28.600261,-81.35106,,,,,,,,,,,,,,,,
"228-N-Park-Ave,-Lowr,-Winter-Park,-FL-32789","228 N Park Ave, Lowr, Winter Park, FL 32789",228 N Park Ave,Lowr,Winter Park,FL,32789,Orange,28.599299,-81.350941,,,,,,,,,,,,,,,,
"162-N-Knowles,-Winter-Park,-FL-32789","162 N Knowles, Winter Park, FL 32789",162 N Knowles,,Winter Park,FL,32789,Orange,28.598537,-81.350005,,,,,,,,,,,,,,,,
"303-N-Park-Ave,-Winter-Park,-FL-32789","303 N Park Ave, Winter Park, FL 32789",303 N Park Ave,,Winter Park,FL,32789,Orange,28.599814,-81.35118,,,,,,,,,,,,,,,,
"145-Lincoln-Ave,-Winter-Park,-FL-32789","145 Lincoln Ave, Winter Park, FL 32789",145 Lincoln Ave,,Winter Park,FL,32789,Orange,28.599059,-81.350235,,,,,,,,,,,,,,,,
"100-Lincoln-Ave,-Winter-Park,-FL-32789","100 Lincoln Ave, Winter Park, FL 32789",100 Lincoln Ave,,Winter Park,FL,32789,Orange,28.598661,-81.351055,,,,,,,,,,,,,,,,
"318-N-Park-Ave-Ste-B,-Winter-Park,-FL-32789","318 N Park Ave Ste B, Winter Park, FL 32789",318 N Park Ave Ste B,,Winter Park,FL,32789,Orange,28.599825,-81.351048,,,,,,,,,,,,,,,,
"232-N-Park-Ave,-Winter-Park,-FL-32789","232 N Park Ave, Winter Park, FL 32789",232 N Park Ave,,Winter Park,FL,32789,Orange,28.599297,-81.350981,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-402,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 402, Winter Park, FL 32789",300 N Knowles Ave,Apt 402,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-212,-Winter-Park,-FL-32789","505 N Park Ave, Ste 212, Winter Park, FL 32789",505 N Park Ave,Ste 212,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-302,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 302, Winter Park, FL 32789",300 N Knowles Ave,Apt 302,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"348-N-Park-Ave,-Ste-5,-Winter-Park,-FL-32789","348 N Park Ave, Ste 5, Winter Park, FL 32789",348 N Park Ave,Ste 5,Winter Park,FL,32789,Orange,28.600228,-81.351057,,,,,,,,,,,,,,,,
"331-S-Knowles-Ave,-Winter-Park,-FL-32789","331 S Knowles Ave, Winter Park, FL 32789",331 S Knowles Ave,,Winter Park,FL,32789,Orange,28.599888,-81.350011,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-202,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 202, Winter Park, FL 32789",300 N Knowles Ave,Apt 202,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-204,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 204, Winter Park, FL 32789",311 N Knowles Ave,Apt 204,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-407,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 407, Winter Park, FL 32789",311 N Knowles Ave,Apt 407,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-308,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 308, Winter Park, FL 32789",311 N Knowles Ave,Apt 308,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-107,-Winter-Park,-FL-32789","505 N Park Ave, Ste 107, Winter Park, FL 32789",505 N Park Ave,Ste 107,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"329-N-Park-Ave,-Ste-200,-Winter-Park,-FL-32789","329 N Park Ave, Ste 200, Winter Park, FL 32789",329 N Park Ave,Ste 200,Winter Park,FL,32789,Orange,28.600194,-81.351358,,,,,,,,,,,,,,,,
"348-N-Park-Ave,-Ste-1,-Winter-Park,-FL-32789","348 N Park Ave, Ste 1, Winter Park, FL 32789",348 N Park Ave,Ste 1,Winter Park,FL,32789,Orange,28.600228,-81.351057,,,,,,,,,,,,,,,,
"505-N-Park-Ave,-Ste-103,-Winter-Park,-FL-32789","505 N Park Ave, Ste 103, Winter Park, FL 32789",505 N Park Ave,Ste 103,Winter Park,FL,32789,Orange,28.601546,-81.351509,,,,,,,,,,,,,,,,
"180-N-Park-Ave,-Ste-1,-Winter-Park,-FL-32789","180 N Park Ave, Ste 1, Winter Park, FL 32789",180 N Park Ave,Ste 1,Winter Park,FL,32789,Orange,28.598501,-81.350736,,,,,,,,,,,,,,,,
"300-N-Knowles-Ave,-Apt-205,-Winter-Park,-FL-32789","300 N Knowles Ave, Apt 205, Winter Park, FL 32789",300 N Knowles Ave,Apt 205,Winter Park,FL,32789,Orange,28.599608,-81.349505,,,,,,,,,,,,,,,,
"275-N-Knowles-Ave,-Winter-Park,-FL-32789","275 N Knowles Ave, Winter Park, FL 32789",275 N Knowles Ave,,Winter Park,FL,32789,Orange,28.599505,-81.350206,,,,,,,,,,,,,,,,
"238-N-Park-Ave,-Winter-Park,-FL-32789","238 N Park Ave, Winter Park, FL 32789",238 N Park Ave,,Winter Park,FL,32789,Orange,28.599425,-81.351044,,,,,,,,,,,,,,,,
"311-N-Knowles-Ave,-Apt-405,-Winter-Park,-FL-32789","311 N Knowles Ave, Apt 405, Winter Park, FL 32789",311 N Knowles Ave,Apt 405,Winter Park,FL,32789,Orange,28.599862,-81.349928,,,,,,,,,,,,,,,,
